seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,2.584
42,pure_ocs_ksp,1.321
42,eps_ecmp,0.789
42,pure_ocs_ksp_greedy,1.206
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.306
42,ocs_eps_pruned,0.948
42,ocs_eps_large_small,1.684
42,ocs_eps_preset_greedy,2.048
42,pure_ocs_3hop_preset,1.306
43,ocs_eps_global_ksp,1.998
43,pure_ocs_ksp,1.576
43,eps_ecmp,0.784
43,pure_ocs_ksp_greedy,1.466
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.504
43,ocs_eps_pruned,1.046
43,ocs_eps_large_small,1.777
43,ocs_eps_preset_greedy,1.839
43,pure_ocs_3hop_preset,1.504
44,ocs_eps_global_ksp,2.176
44,pure_ocs_ksp,1.257
44,eps_ecmp,0.716
44,pure_ocs_ksp_greedy,1.166
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.150
44,ocs_eps_pruned,0.986
44,ocs_eps_large_small,1.682
44,ocs_eps_preset_greedy,1.746
44,pure_ocs_3hop_preset,1.150
45,ocs_eps_global_ksp,2.129
45,pure_ocs_ksp,1.262
45,eps_ecmp,0.742
45,pure_ocs_ksp_greedy,1.151
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.120
45,ocs_eps_pruned,0.931
45,ocs_eps_large_small,1.646
45,ocs_eps_preset_greedy,1.515
45,pure_ocs_3hop_preset,1.120
46,ocs_eps_global_ksp,2.531
46,pure_ocs_ksp,1.779
46,eps_ecmp,1.106
46,pure_ocs_ksp_greedy,1.752
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,2.061
46,ocs_eps_pruned,1.601
46,ocs_eps_large_small,2.929
46,ocs_eps_preset_greedy,5.298
46,pure_ocs_3hop_preset,2.061
47,ocs_eps_global_ksp,2.527
47,pure_ocs_ksp,1.200
47,eps_ecmp,0.797
47,pure_ocs_ksp_greedy,1.112
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.358
47,ocs_eps_pruned,1.377
47,ocs_eps_large_small,4.163
47,ocs_eps_preset_greedy,2.322
47,pure_ocs_3hop_preset,1.358
48,ocs_eps_global_ksp,1.887
48,pure_ocs_ksp,1.293
48,eps_ecmp,0.700
48,pure_ocs_ksp_greedy,1.454
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.223
48,ocs_eps_pruned,1.044
48,ocs_eps_large_small,2.052
48,ocs_eps_preset_greedy,2.032
48,pure_ocs_3hop_preset,1.223
49,ocs_eps_global_ksp,1.996
49,pure_ocs_ksp,1.154
49,eps_ecmp,0.714
49,pure_ocs_ksp_greedy,1.164
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,1.141
49,ocs_eps_pruned,0.965
49,ocs_eps_large_small,1.642
49,ocs_eps_preset_greedy,1.892
49,pure_ocs_3hop_preset,1.141
50,ocs_eps_global_ksp,1.611
50,pure_ocs_ksp,1.214
50,eps_ecmp,0.613
50,pure_ocs_ksp_greedy,1.168
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.102
50,ocs_eps_pruned,0.943
50,ocs_eps_large_small,2.325
50,ocs_eps_preset_greedy,2.493
50,pure_ocs_3hop_preset,1.102
51,ocs_eps_global_ksp,2.070
51,pure_ocs_ksp,1.407
51,eps_ecmp,0.618
51,pure_ocs_ksp_greedy,1.717
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.340
51,ocs_eps_pruned,0.919
51,ocs_eps_large_small,2.477
51,ocs_eps_preset_greedy,4.347
51,pure_ocs_3hop_preset,1.340
