scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,1.174,0.328
pure_ocs_ksp,10,1.325,0.335
eps_ecmp,10,0.777,0.224
pure_ocs_ksp_greedy,10,1.158,0.290
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_pruned,10,1.057,0.222
ocs_eps_pruned,10,0.983,0.146
ocs_eps_large_small,10,1.740,0.498
ocs_eps_preset_greedy,10,1.370,0.366
pure_ocs_3hop_preset,10,1.057,0.222
