scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,1.149,0.102
pure_ocs_ksp,10,1.274,0.096
eps_ecmp,10,0.563,0.064
pure_ocs_ksp_greedy,10,1.160,0.087
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_pruned,10,1.133,0.086
ocs_eps_pruned,10,0.935,0.079
ocs_eps_large_small,10,1.633,0.151
ocs_eps_preset_greedy,10,1.361,0.109
pure_ocs_3hop_preset,10,1.133,0.086
