seed,scheduler,avg_relative_cct_vs_dynamic
42,ocs_eps_global_ksp,1.065
42,pure_ocs_ksp,1.298
42,eps_ecmp,0.496
42,pure_ocs_ksp_greedy,1.187
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.054
42,ocs_eps_pruned,0.894
42,ocs_eps_large_small,1.574
42,ocs_eps_preset_greedy,1.381
42,pure_ocs_3hop_preset,1.054
43,ocs_eps_global_ksp,1.008
43,pure_ocs_ksp,1.128
43,eps_ecmp,0.480
43,pure_ocs_ksp_greedy,1.029
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.017
43,ocs_eps_pruned,0.881
43,ocs_eps_large_small,1.435
43,ocs_eps_preset_greedy,1.230
43,pure_ocs_3hop_preset,1.017
44,ocs_eps_global_ksp,1.192
44,pure_ocs_ksp,1.412
44,eps_ecmp,0.563
44,pure_ocs_ksp_greedy,1.161
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.196
44,ocs_eps_pruned,0.954
44,ocs_eps_large_small,1.808
44,ocs_eps_preset_greedy,1.443
44,pure_ocs_3hop_preset,1.196
45,ocs_eps_global_ksp,1.105
45,pure_ocs_ksp,1.245
45,eps_ecmp,0.625
45,pure_ocs_ksp_greedy,1.282
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.193
45,ocs_eps_pruned,0.997
45,ocs_eps_large_small,1.698
45,ocs_eps_preset_greedy,1.549
45,pure_ocs_3hop_preset,1.193
46,ocs_eps_global_ksp,1.157
46,pure_ocs_ksp,1.277
46,eps_ecmp,0.615
46,pure_ocs_ksp_greedy,1.016
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.151
46,ocs_eps_pruned,0.923
46,ocs_eps_large_small,1.432
46,ocs_eps_preset_greedy,1.266
46,pure_ocs_3hop_preset,1.151
47,ocs_eps_global_ksp,1.395
47,pure_ocs_ksp,1.411
47,eps_ecmp,0.685
47,pure_ocs_ksp_greedy,1.203
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.179
47,ocs_eps_pruned,1.036
47,ocs_eps_large_small,1.734
47,ocs_eps_preset_greedy,1.299
47,pure_ocs_3hop_preset,1.179
48,ocs_eps_global_ksp,1.055
48,pure_ocs_ksp,1.124
48,eps_ecmp,0.494
48,pure_ocs_ksp_greedy,1.178
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.012
48,ocs_eps_pruned,0.770
48,ocs_eps_large_small,1.409
48,ocs_eps_preset_greedy,1.224
48,pure_ocs_3hop_preset,1.012
49,ocs_eps_global_ksp,1.137
49,pure_ocs_ksp,1.202
49,eps_ecmp,0.534
49,pure_ocs_ksp_greedy,1.070
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,1.051
49,ocs_eps_pruned,1.044
49,ocs_eps_large_small,1.665
49,ocs_eps_preset_greedy,1.312
49,pure_ocs_3hop_preset,1.051
50,ocs_eps_global_ksp,1.210
50,pure_ocs_ksp,1.327
50,eps_ecmp,0.606
50,pure_ocs_ksp_greedy,1.221
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.215
50,ocs_eps_pruned,0.972
50,ocs_eps_large_small,1.775
50,ocs_eps_preset_greedy,1.516
50,pure_ocs_3hop_preset,1.215
51,ocs_eps_global_ksp,1.167
51,pure_ocs_ksp,1.317
51,eps_ecmp,0.528
51,pure_ocs_ksp_greedy,1.254
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.261
51,ocs_eps_pruned,0.876
51,ocs_eps_large_small,1.803
51,ocs_eps_preset_greedy,1.388
51,pure_ocs_3hop_preset,1.261
