scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.142,0.016
ocs_eps_preset_dynamic_greedy,10,0.243,0.048
pure_ocs_pruned,10,0.377,0.137
ocs_eps_pruned,10,0.569,0.704
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.149,0.017
pure_ocs_3hop_preset,10,0.329,0.070
