scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.126,0.027
ocs_eps_preset_dynamic_greedy,10,0.205,0.068
pure_ocs_pruned,10,0.259,0.062
ocs_eps_pruned,10,0.304,0.091
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.128,0.030
pure_ocs_3hop_preset,10,0.222,0.053
