scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.650356,16,16,16
pure_ocs_ksp,1.705950,16,16,16
eps_ecmp,0.713156,16,16,16
ocs_eps_large_small,2.306134,16,16,16
pure_ocs_ksp_greedy,1.691952,16,16,16
ocs_eps_preset_greedy,2.948728,16,16,16
ocs_eps_preset_dynamic_greedy,1.000000,16,16,16
pure_ocs_3hop_preset,1.542001,16,16,16
pure_ocs_pruned,1.542001,16,16,16
ocs_eps_pruned,1.332962,16,16,16
