scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,1.116,0.051
pure_ocs_ksp,10,1.289,0.068
eps_ecmp,10,0.598,0.055
pure_ocs_ksp_greedy,10,1.146,0.053
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_pruned,10,1.124,0.074
ocs_eps_pruned,10,0.900,0.076
ocs_eps_large_small,10,1.703,0.090
ocs_eps_preset_greedy,10,1.473,0.107
pure_ocs_3hop_preset,10,1.124,0.074
