model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,14,0.107143,"[5,6,10,15,18,19,33,38,46,50,60,61,70,76]","[53,47,371,51,485,375,271,486]|[269,492,494,372,150,565,614,49]|[268,55,566,83,52,311,267,406]|[147,44,270,84,308,487,127,159]|[123,126,158,307,156,309,46,85]|[86,613,50,495,149,374,615,310]|[567,148,373,370,87,564,484,151]|[45,407,124,493,54,157,125,612]"
L2,L,64,8,64,14,0.107143,"[1,4,8,10,16,32,39,52,53,62,65,67,73,77]","[263,499,619,132,431,538,134,623]|[428,501,317,543,14,82,12,587]|[37,620,131,500,262,429,540,527]|[503,591,67,590,81,11,621,36]|[71,421,261,588,34,133,542,68]|[622,502,38,315,135,319,539,70]|[39,430,589,316,422,423,15,13]|[318,541,420,314,419,618,35,69]"
L3,L,64,8,64,14,0.107143,"[0,13,18,25,29,35,49,51,57,64,66,72,75,78]","[413,535,412,532,205,605,286,399]|[234,463,110,461,284,108,285,109]|[627,238,397,628,462,4,415,5]|[6,235,517,625,607,606,7,629]|[533,603,237,287,460,411,519,111]|[534,206,631,604,395,630,518,207]|[146,283,236,459,583,626,582,145]|[239,414,602,516,396,398,144,581]"
L4,L,64,8,64,14,0.107143,"[1,2,4,5,10,25,30,39,55,56,66,71,72,79]","[40,243,18,247,204,313,8,635]|[244,636,444,447,452,634,578,454]|[20,446,240,9,639,530,637,442]|[22,450,245,312,574,33,580,41]|[579,575,638,570,531,43,441,201]|[202,242,21,528,42,203,445,80]|[451,572,443,453,23,455,17,19]|[241,440,571,529,10,32,246,573]"
M1,M,40,5,40,8,0.085714,"[0,3,21,29,50,63,70,76]","[1,31,609,173,26]|[25,608,510,171,562]|[3,174,404,511,403]|[175,400,29,561,560]|[233,506,27,509,170]|[28,610,405,2,401]|[505,172,169,563,611]|[508,30,402,168,507]"
M2,M,40,5,40,8,0.085714,"[2,11,12,19,27,43,54,64]","[92,16,219,351,216]|[220,515,101,99,96]|[347,349,155,218,512]|[103,437,95,94,97]|[514,439,346,438,436]|[91,90,154,222,102]|[93,221,98,348,513]|[153,100,223,217,350]"
M3,M,40,5,40,8,0.085714,"[11,20,28,34,44,48,58,78]","[275,230,162,468,277]|[231,229,387,469,356]|[357,391,163,278,355]|[466,386,624,385,388]|[276,359,470,390,228]|[164,279,225,165,467]|[167,471,358,354,89]|[166,227,274,226,389]"
S1,S,32,4,32,7,0.107143,"[6,17,32,35,43,47,59]","[478,281,475,141]|[383,379,137,378]|[476,142,256,474]|[257,381,472,479]|[344,138,143,382]|[380,345,139,259]|[258,477,282,260]|[377,473,140,48]"
S2,S,32,4,32,7,0.107143,"[7,19,31,38,45,49,60]","[483,248,394,249]|[304,152,254,59]|[63,481,305,62]|[366,393,61,367]|[306,364,365,363]|[250,60,480,253]|[362,255,392,252]|[482,58,251,361]"
S3,S,32,4,32,7,0.107143,"[0,14,16,24,36,58,75]","[116,290,115,193]|[198,0,119,195]|[292,194,289,112]|[293,130,199,197]|[128,129,113,294]|[465,295,291,118]|[192,114,464,601]|[196,117,288,600]"
