scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,3150.494944,2.419928,3150.494944,2.419928,80,0
pure_ocs_ksp,100.000000,1690.288881,1.298328,1690.288881,1.298328,80,0
eps_ecmp,100.000000,649.682319,0.499028,649.682319,0.499028,80,0
ocs_eps_large_small,100.000000,1469.841648,1.129001,1469.841648,1.129001,80,0
pure_ocs_ksp_greedy,100.000000,1166.042332,0.895649,1166.042332,0.895649,80,0
ocs_eps_preset_greedy,100.000000,995.247026,0.764460,995.247026,0.764460,80,0
ocs_eps_preset_dynamic_greedy,100.000000,1301.896269,1.000000,1301.896269,1.000000,80,0
pure_ocs_3hop_preset,100.000000,1050.256931,0.806713,1050.256931,0.806713,80,0
pure_ocs_pruned,100.000000,1050.256931,0.806713,1050.256931,0.806713,80,0
ocs_eps_pruned,100.000000,1042.380253,0.800663,1042.380253,0.800663,80,0
