model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,25,0.303571,"[1,5,6,7,10,11,15,23,24,28,29,32,33,34,37,39,46,47,49,54,57,61,65,73,79]","[261,375,278,190,95,398,197,55]|[263,591,380,47,230,493,494,378]|[199,527,462,238,302,198,93,53]|[495,262,63,463,61,269,191,437]|[231,62,126,399,439,94,45,303]|[60,590,319,189,87,15,270,381]|[279,383,589,301,54,46,374,271]|[639,44,379,127,239,125,382,438]"
L2,L,64,8,64,25,0.303571,"[1,2,4,6,10,11,13,15,19,24,26,28,33,42,45,51,54,57,58,59,64,71,73,74,78]","[214,196,630,21,519,92,23,156]|[470,13,435,461,631,597,415,268]|[365,574,479,413,436,212,342,414]|[86,51,110,518,575,109,433,468]|[111,588,599,159,471,469,124,367]|[478,434,38,587,412,36,195,155]|[85,194,341,14,22,343,598,229]|[215,39,158,157,213,37,52,366]"
L3,L,64,8,64,25,0.303571,"[0,1,6,7,8,12,13,19,26,27,31,33,35,36,43,53,58,59,61,64,65,66,76,78,79]","[476,285,12,286,102,71,525,223]|[293,535,351,614,4,253,628,255]|[154,523,629,101,58,267,50,516]|[524,466,103,219,295,637,492,534]|[221,108,70,517,294,59,220,49]|[287,68,222,491,5,533,467,638]|[615,475,526,474,211,636,254,284]|[7,69,266,431,6,100,107,477]"
L4,L,64,8,64,25,0.303571,"[0,4,5,7,14,17,26,28,29,31,33,34,37,46,47,48,52,53,54,55,59,61,63,74,76]","[210,115,429,490,373,141,119,227]|[118,371,140,432,298,389,0,2]|[252,388,391,508,613,596,300,423]|[235,228,473,377,237,43,226,509]|[420,57,3,511,276,430,390,116]|[510,445,142,446,277,299,447,33]|[209,236,143,35,372,117,34,507]|[265,422,444,297,612,611,421,1]"
M1,M,40,5,40,16,0.314286,"[5,9,13,18,19,20,24,47,50,56,58,63,65,66,78,79]","[78,452,193,626,76]|[506,77,465,406,405]|[454,505,105,41,455]|[376,532,148,79,167]|[531,530,166,407,147]|[634,150,522,153,165]|[521,151,106,633,627]|[453,42,149,635,40]"
M2,M,40,5,40,16,0.314286,"[2,7,10,12,16,19,27,31,35,36,50,51,61,64,74,76]","[218,290,409,288,82]|[81,152,98,251,514]|[217,135,19,99,411]|[289,512,132,292,56]|[84,593,133,250,489]|[610,291,513,134,20]|[410,283,515,595,402]|[403,594,609,404,83]"
M3,M,40,5,40,16,0.314286,"[13,14,15,17,23,29,37,43,49,50,52,61,67,68,74,76]","[539,123,417,418,186]|[488,543,139,395,396]|[234,540,349,541,549]|[542,550,104,232,138]|[187,188,548,122,397]|[233,296,114,350,121]|[401,608,551,400,348]|[419,592,113,137,136]"
S1,S,32,4,32,12,0.285714,"[9,11,22,24,30,34,41,57,60,70,72,75]","[486,485,567,563]|[606,487,182,564]|[192,460,181,246]|[274,75,335,89]|[484,583,566,183]|[332,334,91,247]|[275,333,90,605]|[565,245,331,607]"
S2,S,32,4,32,12,0.285714,"[9,14,16,32,34,35,42,48,66,73,77,78]","[529,259,621,617]|[339,625,619,385]|[387,131,618,272]|[260,585,586,74]|[257,130,112,338]|[622,528,258,340]|[73,129,282,623]|[386,620,337,273]"
S3,S,32,4,32,12,0.285714,"[15,22,25,33,38,39,40,45,49,59,68,77]","[324,472,317,327]|[264,308,362,203]|[206,315,311,205]|[616,546,207,306]|[310,180,318,363]|[309,307,325,323]|[316,394,204,547]|[545,120,364,326]"
