model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,58,0.892857,"[0,1,2,3,4,5,6,7,8,9,11,12,14,16,18,20,21,22,23,24,25,26,28,29,31,33,34,35,36,37,38,40,41,42,43,45,47,48,49,50,51,53,54,55,58,61,63,64,66,68,70,71,72,75,76,77,78,79]","[351,191,95,343,79,71,342,639]|[207,31,391,167,551,471,103,535]|[199,439,399,23,367,238,631,447]|[519,495,151,7,94,183,215,175]|[39,511,287,255,119,239,575,623]|[63,431,295,271,567,335,15,518]|[311,135,303,407,47,174,383,279]|[606,415,55,327,583,231,607,615]"
L2,L,64,8,64,58,0.892857,"[0,1,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,22,25,26,27,28,29,30,31,32,34,35,36,37,38,40,41,43,44,45,46,47,48,49,51,52,54,55,57,59,63,64,65,68,70,71,72,73,75,77,79]","[263,278,247,294,253,622,38,223]|[6,87,159,638,637,479,118,143]|[446,527,517,134,591,46,286,566]|[150,246,605,254,582,574,423,390]|[182,326,414,237,30,93,382,70]|[302,166,375,78,438,366,334,77]|[463,550,14,13,206,549,214,398]|[359,510,310,54,230,62,127,350]"
L3,L,64,8,64,58,0.892857,"[1,3,5,6,7,8,9,10,12,14,15,16,17,18,19,20,21,22,23,24,25,27,28,30,31,32,34,36,37,38,39,40,42,43,44,45,46,48,49,50,51,52,54,55,57,58,59,60,61,64,66,69,70,72,73,75,77,78]","[494,45,173,621,309,341,198,565]|[604,559,252,413,630,486,581,590]|[222,53,229,469,76,397,365,61]|[470,102,86,487,277,117,293,126]|[462,325,29,149,374,396,445,12]|[133,251,406,516,142,478,69,158]|[319,437,85,349,245,190,422,165]|[262,181,301,358,389,205,221,534]"
L4,L,64,9,64,58,0.890909,"[0,2,3,4,5,7,8,10,11,13,14,15,16,17,18,19,21,22,25,26,27,28,29,30,31,32,34,35,37,38,39,40,43,45,46,48,49,50,51,52,54,55,57,58,60,61,62,63,64,65,67,68,69,70,72,75,76,79]","[508,461,244,172,348,148,324,412]|[421,180,636,503,509,28,444,300]|[484,468,364,564,580,602,43,515]|[132,37,125,261,141,157,228,220]|[68,60,436,373,493,276,318,614]|[116,236,92,485,526,558,603,204]|[22,388,243,250,543,44,84,347]|[5,285,213,395,548,405,308,111]"
M1,M,40,6,40,37,0.911765,"[0,3,5,7,12,14,15,16,19,20,23,25,28,29,32,35,36,38,39,40,41,43,44,45,52,54,57,59,60,62,63,67,69,70,73,75,78]","[156,477,124,292,363]|[101,323,227,563,507]|[283,115,59,226,317]|[4,27,235,562,502]|[557,601,357,435,629]|[420,260,542,203,284]|[346,483,164,307,189]|[460,131,333,42,589]"
M2,M,40,6,40,37,0.911765,"[1,3,5,7,9,10,11,13,16,18,19,26,33,34,36,37,38,39,41,42,43,44,47,49,50,52,55,56,61,63,67,68,71,73,76,77,78]","[26,340,11,58,275]|[443,455,419,628,41]|[155,147,110,130,270]|[345,298,394,299,506]|[381,212,316,211,547]|[75,492,573,83,588]|[620,91,291,404,613]|[619,541,306,332,356]"
M3,M,40,6,40,37,0.911765,"[0,2,8,9,10,14,16,17,22,23,24,25,29,32,34,37,38,39,40,42,43,44,45,46,48,50,54,55,56,59,62,64,65,67,68,71,76]","[129,234,259,322,372]|[188,344,202,525,273]|[114,442,454,402,540]|[74,274,3,82,612]|[362,197,67,315,514]|[476,297,305,355,434]|[403,339,21,501,572]|[179,546,387,140,524]"
S1,S,32,5,32,29,0.888889,"[1,3,4,8,13,15,16,21,22,23,27,28,33,35,38,42,45,48,50,51,56,60,61,63,66,68,69,71,73]","[482,25,545,556]|[225,109,571,386]|[282,187,36,178]|[361,491,533,219]|[411,123,10,453]|[338,587,66,304]|[269,170,401,505]|[171,128,9,337]"
S2,S,32,6,32,29,0.884615,"[2,3,4,5,7,8,9,11,13,17,21,22,26,27,36,39,47,48,49,53,54,56,59,65,67,68,70,75,76]","[19,290,393,20]|[380,40,35,73]|[57,600,65,314]|[561,544,90,385]|[177,218,430,169]|[210,108,452,475]|[523,24,433,539]|[611,89,139,379]"
S3,S,32,6,32,29,0.884615,"[1,2,6,7,23,24,25,27,28,29,31,33,34,35,40,49,50,52,55,60,61,63,65,67,69,71,74,77,78]","[321,272,538,281]|[490,201,233,392]|[627,52,599,504]|[418,8,216,217]|[249,196,522,598]|[400,18,570,56]|[481,186,51,268]|[441,224,555,618]"
