seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,1.593
42,pure_ocs_ksp,1.373
42,eps_ecmp,0.968
42,pure_ocs_ksp_greedy,1.323
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.264
42,ocs_eps_pruned,0.912
42,ocs_eps_large_small,1.122
42,ocs_eps_preset_greedy,1.756
42,pure_ocs_3hop_preset,1.264
43,ocs_eps_global_ksp,2.006
43,pure_ocs_ksp,1.255
43,eps_ecmp,0.882
43,pure_ocs_ksp_greedy,1.164
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.180
43,ocs_eps_pruned,1.013
43,ocs_eps_large_small,1.095
43,ocs_eps_preset_greedy,1.417
43,pure_ocs_3hop_preset,1.180
44,ocs_eps_global_ksp,1.612
44,pure_ocs_ksp,1.407
44,eps_ecmp,0.907
44,pure_ocs_ksp_greedy,1.229
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.173
44,ocs_eps_pruned,1.029
44,ocs_eps_large_small,1.050
44,ocs_eps_preset_greedy,1.734
44,pure_ocs_3hop_preset,1.173
45,ocs_eps_global_ksp,1.818
45,pure_ocs_ksp,1.189
45,eps_ecmp,1.039
45,pure_ocs_ksp_greedy,1.168
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.194
45,ocs_eps_pruned,0.873
45,ocs_eps_large_small,1.058
45,ocs_eps_preset_greedy,1.638
45,pure_ocs_3hop_preset,1.194
46,ocs_eps_global_ksp,1.381
46,pure_ocs_ksp,1.232
46,eps_ecmp,0.887
46,pure_ocs_ksp_greedy,0.979
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.063
46,ocs_eps_pruned,0.935
46,ocs_eps_large_small,1.080
46,ocs_eps_preset_greedy,1.353
46,pure_ocs_3hop_preset,1.063
47,ocs_eps_global_ksp,2.852
47,pure_ocs_ksp,1.111
47,eps_ecmp,1.065
47,pure_ocs_ksp_greedy,1.040
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.070
47,ocs_eps_pruned,0.904
47,ocs_eps_large_small,1.020
47,ocs_eps_preset_greedy,1.327
47,pure_ocs_3hop_preset,1.070
48,ocs_eps_global_ksp,1.540
48,pure_ocs_ksp,1.349
48,eps_ecmp,0.881
48,pure_ocs_ksp_greedy,1.259
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.272
48,ocs_eps_pruned,1.044
48,ocs_eps_large_small,1.134
48,ocs_eps_preset_greedy,1.679
48,pure_ocs_3hop_preset,1.272
49,ocs_eps_global_ksp,2.040
49,pure_ocs_ksp,1.482
49,eps_ecmp,1.151
49,pure_ocs_ksp_greedy,1.282
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,1.383
49,ocs_eps_pruned,1.222
49,ocs_eps_large_small,1.177
49,ocs_eps_preset_greedy,1.748
49,pure_ocs_3hop_preset,1.383
50,ocs_eps_global_ksp,1.520
50,pure_ocs_ksp,1.308
50,eps_ecmp,0.743
50,pure_ocs_ksp_greedy,1.214
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.141
50,ocs_eps_pruned,0.898
50,ocs_eps_large_small,1.238
50,ocs_eps_preset_greedy,2.058
50,pure_ocs_3hop_preset,1.141
51,ocs_eps_global_ksp,1.613
51,pure_ocs_ksp,1.427
51,eps_ecmp,0.718
51,pure_ocs_ksp_greedy,1.451
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.394
51,ocs_eps_pruned,0.912
51,ocs_eps_large_small,1.703
51,ocs_eps_preset_greedy,2.489
51,pure_ocs_3hop_preset,1.394
