scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,1.298,0.077
pure_ocs_ksp,10,1.275,0.070
eps_ecmp,10,0.817,0.133
pure_ocs_ksp_greedy,10,1.190,0.052
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_pruned,10,1.211,0.110
ocs_eps_pruned,10,1.078,0.097
ocs_eps_large_small,10,1.644,0.081
ocs_eps_preset_greedy,10,1.430,0.079
pure_ocs_3hop_preset,10,1.211,0.110
