model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,47,0.696429,"[0,1,7,10,11,12,13,14,16,17,18,19,20,21,22,23,25,26,27,28,29,33,34,35,36,37,38,39,42,46,50,52,55,56,57,59,60,61,62,64,65,69,72,73,77,78,79]","[110,583,279,174,239,95,631,141]|[271,519,303,527,191,167,142,311]|[223,423,639,623,582,14,343,295]|[183,159,487,486,7,151,591,287]|[375,135,143,103,93,503,270,119]|[111,278,13,463,215,15,231,94]|[230,87,286,407,86,319,207,590]|[447,479,63,559,455,495,166,175]"
L2,L,64,8,64,47,0.696429,"[0,1,3,5,7,10,14,15,16,17,20,24,26,28,31,32,34,36,38,40,41,42,43,44,46,47,48,49,50,51,55,57,58,59,60,61,63,64,66,67,68,69,71,74,75,77,79]","[140,199,638,85,406,607,551,462]|[342,391,164,405,350,558,511,399]|[31,262,277,518,62,335,470,622]|[598,30,494,293,535,255,327,599]|[118,398,606,341,471,6,5,127]|[12,359,292,229,446,47,485,575]|[383,621,543,294,214,310,263,478]|[165,139,415,351,374,390,574,134]"
L3,L,64,8,64,47,0.696429,"[1,2,3,4,6,10,12,13,14,15,16,17,20,23,24,27,29,30,31,32,34,35,36,37,38,43,46,48,49,50,51,52,54,55,57,58,60,63,66,68,69,72,74,75,76,77,79]","[597,101,285,510,254,484,413,117]|[163,222,39,238,412,190,54,403]|[373,291,615,108,10,302,389,309]|[404,162,284,126,246,422,109,439]|[620,596,38,138,581,534,84,102]|[619,469,445,253,247,29,557,276]|[11,198,397,133,261,23,461,414]|[605,260,55,308,550,137,637,349]"
L4,L,64,9,64,48,0.709091,"[0,1,5,6,8,11,14,16,17,18,19,20,21,23,27,28,29,31,33,35,37,39,40,41,42,43,45,47,49,51,52,53,54,55,58,61,62,64,65,67,70,71,72,73,74,75,77,79]","[45,4,367,3,161,493,158,501]|[636,502,237,573,468,437,301,525]|[283,318,132,429,421,116,411,236]|[70,9,269,595,334,396,189,542]|[53,580,381,517,541,572,221,252]|[340,71,92,150,136,382,444,540]|[46,431,228,567,526,589,438,594]|[430,172,604,348,173,618,326,333]"
M1,M,40,6,40,30,0.705882,"[1,5,6,7,9,14,21,24,27,28,30,33,34,38,40,46,48,49,50,52,54,59,65,66,67,70,72,74,75,76]","[435,578,579,388,476]|[268,533,245,197,275]|[243,220,8,171,436]|[613,115,44,539,61]|[593,324,227,114,402]|[395,420,52,477,79]|[401,603,565,325,566]|[614,307,524,244,372]"
M2,M,40,6,40,30,0.705882,"[0,2,4,7,9,10,11,20,21,22,26,30,36,38,40,42,45,49,50,52,53,55,57,58,65,68,69,72,73,74]","[36,170,428,322,592]|[522,242,323,37,60]|[339,21,443,78,588]|[366,467,419,213,83]|[306,241,77,2,160]|[548,290,394,91,400]|[22,460,577,556,169]|[182,212,587,523,549]"
M3,M,40,6,40,30,0.705882,"[8,9,10,11,14,16,23,24,26,28,30,33,38,41,42,43,45,46,51,52,54,55,56,60,64,65,71,73,75,77]","[267,483,338,616,601]|[516,74,442,602,90]|[418,433,73,410,617]|[196,454,332,113,188]|[571,586,211,76,434]|[521,365,371,75,112]|[337,68,240,226,69]|[82,336,305,131,347]"
S1,S,32,5,32,24,0.703704,"[2,3,7,9,11,19,23,24,27,29,31,34,44,51,53,57,58,60,61,64,67,68,78,79]","[490,630,59,187]|[635,547,235,219]|[546,409,274,357]|[466,538,515,28]|[20,72,491,157]|[155,427,459,251]|[482,629,195,492]|[89,358,186,156]"
S2,S,32,6,32,24,0.692308,"[2,4,6,7,12,15,19,27,36,37,38,39,40,41,46,51,53,54,57,58,60,61,62,75]","[331,458,34,499]|[432,465,125,317]|[600,288,370,489]|[408,320,51,154]|[316,218,19,304]|[457,299,426,321]|[35,481,300,289]|[124,100,500,58]"
S3,S,32,6,32,24,0.692308,"[5,6,8,12,19,21,24,28,33,35,39,44,45,47,49,56,57,58,61,62,63,64,73,76]","[509,225,393,456]|[498,355,168,67]|[464,392,508,66]|[488,266,380,612]|[193,99,314,453]|[153,356,364,585]|[514,43,507,194]|[363,282,315,50]"
