scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,2.141,16,16,16
pure_ocs_ksp,1.843,16,16,16
eps_ecmp,0.630,16,16,16
ocs_eps_large_small,1.913,16,16,16
pure_ocs_ksp_greedy,1.763,16,16,16
ocs_eps_preset_greedy,3.185,16,16,16
ocs_eps_preset_dynamic_greedy,1.000,16,16,16
pure_ocs_3hop_preset,1.627,16,16,16
pure_ocs_pruned,1.627,16,16,16
ocs_eps_pruned,1.100,16,16,16
