scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,99.0,3837.654,1.199,3837.654,1.199,40,0
pure_ocs_ksp,99.0,3855.688,1.205,3855.688,1.205,40,0
eps_ecmp,99.0,1992.493,0.623,1992.493,0.623,40,0
ocs_eps_large_small,99.0,5848.706,1.827,5848.706,1.827,40,0
pure_ocs_ksp_greedy,99.0,3350.913,1.047,3350.913,1.047,40,0
ocs_eps_preset_greedy,99.0,4340.025,1.356,4340.025,1.356,40,0
ocs_eps_preset_dynamic_greedy,99.0,3200.620,1.000,3200.620,1.000,40,0
pure_ocs_3hop_preset,99.0,3515.290,1.098,3515.290,1.098,40,0
pure_ocs_pruned,99.0,3515.290,1.098,3515.290,1.098,40,0
ocs_eps_pruned,99.0,3339.283,1.043,3339.283,1.043,40,0
