case_base,scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
frag0p1,ocs_eps_global_ksp,10,1.098,0.168
frag0p1,pure_ocs_ksp,10,1.087,0.169
frag0p1,eps_ecmp,10,0.661,0.160
frag0p1,pure_ocs_ksp_greedy,10,1.091,0.142
frag0p1,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
frag0p1,pure_ocs_pruned,10,1.116,0.165
frag0p1,ocs_eps_pruned,10,0.946,0.207
frag0p1,ocs_eps_large_small,10,1.399,0.190
frag0p1,ocs_eps_preset_greedy,10,1.170,0.140
frag0p1,pure_ocs_3hop_preset,10,1.116,0.165
frag0p3,ocs_eps_global_ksp,10,1.193,0.195
frag0p3,pure_ocs_ksp,10,1.294,0.211
frag0p3,eps_ecmp,10,0.719,0.081
frag0p3,pure_ocs_ksp_greedy,10,1.159,0.229
frag0p3,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
frag0p3,pure_ocs_pruned,10,1.207,0.174
frag0p3,ocs_eps_pruned,10,0.949,0.135
frag0p3,ocs_eps_large_small,10,1.694,0.316
frag0p3,ocs_eps_preset_greedy,10,1.429,0.230
frag0p3,pure_ocs_3hop_preset,10,1.207,0.174
frag0p5,ocs_eps_global_ksp,10,1.236,0.174
frag0p5,pure_ocs_ksp,10,1.312,0.239
frag0p5,eps_ecmp,10,0.720,0.123
frag0p5,pure_ocs_ksp_greedy,10,1.210,0.187
frag0p5,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
frag0p5,pure_ocs_pruned,10,1.191,0.185
frag0p5,ocs_eps_pruned,10,1.041,0.174
frag0p5,ocs_eps_large_small,10,1.655,0.256
frag0p5,ocs_eps_preset_greedy,10,1.416,0.230
frag0p5,pure_ocs_3hop_preset,10,1.191,0.185
frag0p7,ocs_eps_global_ksp,10,1.222,0.162
frag0p7,pure_ocs_ksp,10,1.325,0.172
frag0p7,eps_ecmp,10,0.698,0.086
frag0p7,pure_ocs_ksp_greedy,10,1.233,0.185
frag0p7,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
frag0p7,pure_ocs_pruned,10,1.102,0.109
frag0p7,ocs_eps_pruned,10,0.972,0.156
frag0p7,ocs_eps_large_small,10,1.812,0.281
frag0p7,ocs_eps_preset_greedy,10,1.371,0.151
frag0p7,pure_ocs_3hop_preset,10,1.102,0.109
frag0p9,ocs_eps_global_ksp,10,1.178,0.143
frag0p9,pure_ocs_ksp,10,1.316,0.130
frag0p9,eps_ecmp,10,0.645,0.076
frag0p9,pure_ocs_ksp_greedy,10,1.251,0.117
frag0p9,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
frag0p9,pure_ocs_pruned,10,1.172,0.105
frag0p9,ocs_eps_pruned,10,0.964,0.152
frag0p9,ocs_eps_large_small,10,1.825,0.234
frag0p9,ocs_eps_preset_greedy,10,1.377,0.120
frag0p9,pure_ocs_3hop_preset,10,1.172,0.105
