scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,2892.189,1.325,2892.189,1.325,80,0
pure_ocs_ksp,100.0,1527.269,0.700,1527.269,0.700,80,0
eps_ecmp,100.0,1786.306,0.819,1786.306,0.819,80,0
ocs_eps_large_small,100.0,1168.511,0.535,1168.511,0.535,80,0
pure_ocs_ksp_greedy,100.0,1505.760,0.690,1505.760,0.690,80,0
ocs_eps_preset_greedy,100.0,1220.018,0.559,1220.018,0.559,80,0
ocs_eps_preset_dynamic_greedy,100.0,2182.202,1.000,2182.202,1.000,80,0
pure_ocs_3hop_preset,100.0,1246.183,0.571,1246.183,0.571,80,0
pure_ocs_pruned,100.0,1246.183,0.571,1246.183,0.571,80,0
ocs_eps_pruned,100.0,1127.882,0.517,1127.882,0.517,80,0
