scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,3291.771,1.851,3291.771,1.851,48,0
helios_t20,100.0,3151.655,1.773,3151.655,1.773,48,0
helios_t30,100.0,2725.939,1.533,2725.939,1.533,48,0
helios_t40,100.0,2115.712,1.190,2115.712,1.190,48,0
helios_t50,100.0,1799.542,1.012,1799.542,1.012,48,0
helios_t60,100.0,1851.715,1.041,1851.715,1.041,48,0
helios_t70,100.0,1822.392,1.025,1822.392,1.025,48,0
helios_t80,100.0,2102.700,1.183,2102.700,1.183,48,0
helios_t90,100.0,2154.252,1.212,2154.252,1.212,48,0
hyacinth_dynamic,100.0,1778.040,1.000,1778.040,1.000,48,0
hyacinth_preset_t10,100.0,3097.744,1.742,3097.744,1.742,48,0
hyacinth_preset_t20,100.0,2441.402,1.373,2441.402,1.373,48,0
hyacinth_preset_t30,100.0,2299.080,1.293,2299.080,1.293,48,0
hyacinth_preset_t40,100.0,2064.719,1.161,2064.719,1.161,48,0
hyacinth_preset_t50,100.0,1870.460,1.052,1870.460,1.052,48,0
hyacinth_preset_t60,100.0,1636.017,0.920,1636.017,0.920,48,0
hyacinth_preset_t70,100.0,1562.288,0.879,1562.288,0.879,48,0
hyacinth_preset_t80,100.0,1904.363,1.071,1904.363,1.071,48,0
hyacinth_preset_t90,100.0,1923.966,1.082,1923.966,1.082,48,0
