scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,5722.318,1.862,5722.318,1.862,48,0
helios_t20,100.0,7742.625,2.520,7742.625,2.520,48,0
helios_t30,100.0,4171.160,1.357,4171.160,1.357,48,0
helios_t40,100.0,3312.298,1.078,3312.298,1.078,48,0
helios_t50,100.0,3483.188,1.134,3483.188,1.134,48,0
helios_t60,100.0,3963.062,1.290,3963.062,1.290,48,0
helios_t70,100.0,3789.194,1.233,3789.194,1.233,48,0
helios_t80,100.0,4813.280,1.566,4813.280,1.566,48,0
helios_t90,100.0,4957.950,1.613,4957.950,1.613,48,0
hyacinth_dynamic,100.0,3072.866,1.000,3072.866,1.000,48,0
hyacinth_preset_t10,100.0,5093.292,1.658,5093.292,1.658,48,0
hyacinth_preset_t20,100.0,4052.880,1.319,4052.880,1.319,48,0
hyacinth_preset_t30,100.0,4588.534,1.493,4588.534,1.493,48,0
hyacinth_preset_t40,100.0,3935.962,1.281,3935.962,1.281,48,0
hyacinth_preset_t50,100.0,2754.316,0.896,2754.316,0.896,48,0
hyacinth_preset_t60,100.0,2494.763,0.812,2494.763,0.812,48,0
hyacinth_preset_t70,100.0,2359.153,0.768,2359.153,0.768,48,0
hyacinth_preset_t80,100.0,4907.024,1.597,4907.024,1.597,48,0
hyacinth_preset_t90,100.0,3812.179,1.241,3812.179,1.241,48,0
