scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,5065.722,1.818,5065.722,1.818,48,0
helios_t20,100.0,6617.816,2.375,6617.816,2.375,48,0
helios_t30,100.0,4894.867,1.757,4894.867,1.757,48,0
helios_t40,100.0,3682.977,1.322,3682.977,1.322,48,0
helios_t50,100.0,3330.224,1.195,3330.224,1.195,48,0
helios_t60,100.0,3427.451,1.230,3427.451,1.230,48,0
helios_t70,100.0,4254.500,1.527,4254.500,1.527,48,0
helios_t80,100.0,3990.314,1.432,3990.314,1.432,48,0
helios_t90,100.0,3890.770,1.396,3890.770,1.396,48,0
hyacinth_dynamic,100.0,2786.235,1.000,2786.235,1.000,48,0
hyacinth_preset_t10,100.0,5069.481,1.819,5069.481,1.819,48,0
hyacinth_preset_t20,100.0,4450.578,1.597,4450.578,1.597,48,0
hyacinth_preset_t30,100.0,4178.995,1.500,4178.995,1.500,48,0
hyacinth_preset_t40,100.0,3932.770,1.411,3932.770,1.411,48,0
hyacinth_preset_t50,100.0,3305.093,1.186,3305.093,1.186,48,0
hyacinth_preset_t60,100.0,3561.024,1.278,3561.024,1.278,48,0
hyacinth_preset_t70,100.0,3268.345,1.173,3268.345,1.173,48,0
hyacinth_preset_t80,100.0,3392.341,1.218,3392.341,1.218,48,0
hyacinth_preset_t90,100.0,4018.712,1.442,4018.712,1.442,48,0
