case_base,scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
mix10L,ocs_eps_global_ksp,10,1.979,0.125
mix10L,pure_ocs_ksp,10,1.056,0.057
mix10L,eps_ecmp,10,1.148,0.076
mix10L,ocs_eps_large_small,10,1.033,0.079
mix10L,pure_ocs_ksp_greedy,10,1.005,0.073
mix10L,ocs_eps_preset_greedy,10,1.018,0.103
mix10L,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix10L,pure_ocs_3hop_preset,10,0.989,0.065
mix10L,pure_ocs_pruned,10,0.989,0.065
mix10L,ocs_eps_pruned,10,1.013,0.063
mix20S,ocs_eps_global_ksp,10,1.790,0.190
mix20S,pure_ocs_ksp,10,1.127,0.083
mix20S,eps_ecmp,10,1.120,0.122
mix20S,ocs_eps_large_small,10,1.119,0.104
mix20S,pure_ocs_ksp_greedy,10,1.060,0.052
mix20S,ocs_eps_preset_greedy,10,1.035,0.100
mix20S,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix20S,pure_ocs_3hop_preset,10,1.024,0.086
mix20S,pure_ocs_pruned,10,1.024,0.086
mix20S,ocs_eps_pruned,10,1.002,0.113
mix4L3M3S,ocs_eps_global_ksp,10,1.561,0.215
mix4L3M3S,pure_ocs_ksp,10,1.054,0.112
mix4L3M3S,eps_ecmp,10,1.098,0.126
mix4L3M3S,ocs_eps_large_small,10,1.018,0.099
mix4L3M3S,pure_ocs_ksp_greedy,10,1.004,0.124
mix4L3M3S,ocs_eps_preset_greedy,10,0.996,0.119
mix4L3M3S,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix4L3M3S,pure_ocs_3hop_preset,10,0.999,0.122
mix4L3M3S,pure_ocs_pruned,10,0.999,0.122
mix4L3M3S,ocs_eps_pruned,10,0.990,0.130
