case_base,scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
mix10L,ocs_eps_global_ksp,10,1.962,0.369
mix10L,pure_ocs_ksp,10,1.255,0.249
mix10L,eps_ecmp,10,1.213,0.231
mix10L,ocs_eps_large_small,10,1.014,0.154
mix10L,pure_ocs_ksp_greedy,10,1.234,0.452
mix10L,ocs_eps_preset_greedy,10,1.027,0.107
mix10L,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix10L,pure_ocs_3hop_preset,10,1.106,0.233
mix10L,pure_ocs_pruned,10,1.106,0.233
mix10L,ocs_eps_pruned,10,1.148,0.346
mix20S,ocs_eps_global_ksp,10,1.792,0.447
mix20S,pure_ocs_ksp,10,1.120,0.303
mix20S,eps_ecmp,10,1.111,0.313
mix20S,ocs_eps_large_small,10,1.061,0.247
mix20S,pure_ocs_ksp_greedy,10,1.040,0.216
mix20S,ocs_eps_preset_greedy,10,0.909,0.169
mix20S,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix20S,pure_ocs_3hop_preset,10,0.940,0.183
mix20S,pure_ocs_pruned,10,0.940,0.183
mix20S,ocs_eps_pruned,10,1.044,0.349
mix4L3M3S,ocs_eps_global_ksp,10,1.584,0.325
mix4L3M3S,pure_ocs_ksp,10,1.110,0.288
mix4L3M3S,eps_ecmp,10,1.140,0.237
mix4L3M3S,ocs_eps_large_small,10,1.051,0.251
mix4L3M3S,pure_ocs_ksp_greedy,10,1.037,0.200
mix4L3M3S,ocs_eps_preset_greedy,10,1.044,0.259
mix4L3M3S,ocs_eps_preset_dynamic_greedy,10,1.000,0.000
mix4L3M3S,pure_ocs_3hop_preset,10,1.078,0.266
mix4L3M3S,pure_ocs_pruned,10,1.078,0.266
mix4L3M3S,ocs_eps_pruned,10,1.042,0.170
