scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.276558,17,17,17
pure_ocs_ksp,1.064396,17,17,17
eps_ecmp,0.985673,17,17,17
ocs_eps_large_small,1.179172,17,17,17
pure_ocs_ksp_greedy,1.063731,17,17,17
ocs_eps_preset_greedy,1.034073,17,17,17
ocs_eps_preset_dynamic_greedy,1.000000,17,17,17
pure_ocs_3hop_preset,1.009242,17,17,17
pure_ocs_pruned,1.009242,17,17,17
ocs_eps_pruned,1.001064,17,17,17
