model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,14,0.107143,"[1,6,8,12,13,18,29,40,44,47,56,66,71,76]","[53,573,325,106,11,101,532,71]|[615,324,10,575,358,100,357,327]|[452,151,148,613,110,453,150,323]|[529,111,238,9,149,380,147,531]|[103,99,533,108,450,454,614,381]|[535,55,107,15,69,109,12,382]|[102,530,574,70,356,54,455,14]|[13,239,326,52,383,534,359,451]"
L2,L,64,8,64,14,0.107143,"[9,22,28,36,40,41,42,51,57,58,62,67,75,76]","[343,182,461,229,463,611,231,77]|[180,413,414,227,332,612,342,607]|[543,606,338,605,499,291,321,322]|[471,604,79,76,462,540,500,501]|[459,292,460,542,415,502,183,335]|[339,334,294,181,468,333,74,293]|[340,469,412,458,341,470,411,228]|[610,541,78,230,503,609,295,75]"
L3,L,64,8,64,14,0.107143,"[10,15,19,26,31,33,38,42,50,52,53,65,68,72]","[126,581,123,269,254,525,523,431]|[419,267,527,85,308,418,551,430]|[306,579,253,423,124,422,309,583]|[266,310,421,337,125,255,210,582]|[212,87,311,214,268,271,213,127]|[215,407,158,159,524,522,270,307]|[156,580,526,426,406,428,429,211]|[157,549,420,84,548,86,427,550]"
L4,L,64,8,64,14,0.107143,"[4,8,10,17,19,21,28,31,52,53,56,63,74,78]","[226,172,38,65,141,248,66,36]|[424,508,510,37,507,139,173,625]|[252,597,449,627,81,82,249,67]|[511,152,250,175,629,509,143,153]|[154,425,448,594,64,416,83,142]|[32,155,505,626,596,598,68,174]|[39,631,33,225,595,138,417,251]|[140,630,504,34,35,628,599,506]"
M1,M,40,5,40,8,0.085714,"[2,26,44,45,57,60,64,65]","[208,362,16,20,482]|[353,209,516,366,520]|[18,355,457,487,513]|[364,485,354,361,515]|[486,521,456,21,514]|[518,19,17,519,365]|[517,23,352,484,22]|[483,512,481,363,367]"
M2,M,40,5,40,8,0.085714,"[13,14,17,24,27,30,58,59]","[475,479,478,119,222]|[245,137,219,198,197]|[220,117,114,118,113]|[242,477,476,195,473]|[223,112,247,467,244]|[472,136,243,241,116]|[218,474,466,199,105]|[115,465,196,246,221]"
M3,M,40,5,40,8,0.085714,"[9,24,27,29,32,61,70,71]","[236,235,260,256,568]|[493,234,564,232,491]|[492,563,562,488,490]|[569,489,237,258,193]|[494,262,571,194,233]|[259,72,495,566,561]|[572,263,261,565,570]|[192,73,217,257,567]"
S1,S,32,4,32,7,0.107143,"[1,11,15,18,37,68,73]","[547,301,545,588]|[590,146,122,302]|[91,546,544,303]|[586,95,587,89]|[121,297,8,589]|[299,92,584,90]|[298,585,591,300]|[145,144,93,94]"
S2,S,32,4,32,7,0.107143,"[7,16,27,34,38,55,78]","[130,273,135,129]|[132,447,446,61]|[274,444,216,276]|[63,133,624,304]|[277,60,445,58]|[275,59,278,134]|[57,131,442,305]|[62,279,56,443]"
S3,S,32,4,32,7,0.107143,"[0,6,39,41,43,48,77]","[621,348,620,319]|[51,390,4,331]|[315,619,623,346]|[49,351,330,329]|[349,5,318,50]|[6,3,391,328]|[7,622,316,317]|[350,389,388,347]"
