scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,2.006,20,20,20
pure_ocs_ksp,1.255,20,20,20
eps_ecmp,0.882,20,20,20
ocs_eps_large_small,1.095,20,20,20
pure_ocs_ksp_greedy,1.164,20,20,20
ocs_eps_preset_greedy,1.417,20,20,20
ocs_eps_preset_dynamic_greedy,1.000,20,20,20
pure_ocs_3hop_preset,1.180,20,20,20
pure_ocs_pruned,1.180,20,20,20
ocs_eps_pruned,1.013,20,20,20
