scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,99.0,2716.303,1.013,2716.303,1.013,80,0
helios_t20,99.0,2464.210,0.919,2464.210,0.919,80,0
helios_t30,99.0,2581.554,0.963,2581.554,0.963,80,0
helios_t40,99.0,2835.894,1.058,2835.894,1.058,80,0
helios_t50,99.0,2854.205,1.065,2854.205,1.065,80,0
helios_t60,99.0,2823.720,1.054,2823.720,1.054,80,0
helios_t70,99.0,3095.238,1.155,3095.238,1.155,80,0
helios_t80,99.0,3788.782,1.414,3788.782,1.414,80,0
helios_t90,99.0,3637.534,1.357,3637.534,1.357,80,0
hyacinth_dynamic,99.0,2680.134,1.000,2680.134,1.000,80,0
hyacinth_preset_t10,99.0,2517.559,0.939,2517.559,0.939,80,0
hyacinth_preset_t20,99.0,3533.864,1.319,3533.864,1.319,80,0
hyacinth_preset_t30,99.0,2814.906,1.050,2814.906,1.050,80,0
hyacinth_preset_t40,99.0,3278.521,1.223,3278.521,1.223,80,0
hyacinth_preset_t50,99.0,2714.796,1.013,2714.796,1.013,80,0
hyacinth_preset_t60,99.0,3413.388,1.274,3413.388,1.274,80,0
hyacinth_preset_t70,99.0,3860.837,1.441,3860.837,1.441,80,0
hyacinth_preset_t80,99.0,4330.485,1.616,4330.485,1.616,80,0
hyacinth_preset_t90,99.0,4115.212,1.535,4115.212,1.535,80,0
