scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,1347.130,1.123,1347.130,1.123,80,0
helios_t20,100.0,1243.384,1.037,1243.384,1.037,80,0
helios_t30,100.0,1243.405,1.037,1243.405,1.037,80,0
helios_t40,100.0,1313.691,1.095,1313.691,1.095,80,0
helios_t50,100.0,1494.215,1.246,1494.215,1.246,80,0
helios_t60,100.0,1657.460,1.382,1657.460,1.382,80,0
helios_t70,100.0,1783.046,1.486,1783.046,1.486,80,0
helios_t80,100.0,2103.427,1.753,2103.427,1.753,80,0
helios_t90,100.0,2201.235,1.835,2201.235,1.835,80,0
hyacinth_dynamic,100.0,1199.585,1.000,1199.585,1.000,80,0
hyacinth_preset_t10,100.0,1260.030,1.050,1260.030,1.050,80,0
hyacinth_preset_t20,100.0,1208.323,1.007,1208.323,1.007,80,0
hyacinth_preset_t30,100.0,1234.055,1.029,1234.055,1.029,80,0
hyacinth_preset_t40,100.0,1340.068,1.117,1340.068,1.117,80,0
hyacinth_preset_t50,100.0,1549.373,1.292,1549.373,1.292,80,0
hyacinth_preset_t60,100.0,1683.558,1.403,1683.558,1.403,80,0
hyacinth_preset_t70,100.0,1939.046,1.616,1939.046,1.616,80,0
hyacinth_preset_t80,100.0,2275.570,1.897,2275.570,1.897,80,0
hyacinth_preset_t90,100.0,2297.628,1.915,2297.628,1.915,80,0
