scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,1705.652478,1.992448,1705.652478,1.992448,80,0
pure_ocs_ksp,100.000000,998.352320,1.166219,998.352320,1.166219,80,0
eps_ecmp,100.000000,837.944228,0.978840,837.944228,0.978840,80,0
ocs_eps_large_small,100.000000,941.268743,1.099537,941.268743,1.099537,80,0
pure_ocs_ksp_greedy,100.000000,894.327448,1.044703,894.327448,1.044703,80,0
ocs_eps_preset_greedy,100.000000,861.780326,1.006683,861.780326,1.006683,80,0
ocs_eps_preset_dynamic_greedy,100.000000,856.058858,1.000000,856.058858,1.000000,80,0
pure_ocs_3hop_preset,100.000000,850.700902,0.993741,850.700902,0.993741,80,0
pure_ocs_pruned,100.000000,850.700902,0.993741,850.700902,0.993741,80,0
ocs_eps_pruned,100.000000,848.333675,0.990976,848.333675,0.990976,80,0
