scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,2097.338105,1.144166,2097.338105,1.144166,48,0
pure_ocs_ksp,100.000000,2447.092022,1.334968,2447.092022,1.334968,48,0
eps_ecmp,100.000000,1173.051939,0.639938,1173.051939,0.639938,48,0
ocs_eps_large_small,100.000000,3129.147776,1.707052,3129.147776,1.707052,48,0
pure_ocs_ksp_greedy,100.000000,2280.840516,1.244273,2280.840516,1.244273,48,0
ocs_eps_preset_greedy,100.000000,2771.987768,1.512209,2771.987768,1.512209,48,0
ocs_eps_preset_dynamic_greedy,100.000000,1833.071465,1.000000,1833.071465,1.000000,48,0
pure_ocs_3hop_preset,100.000000,2110.270810,1.151221,2110.270810,1.151221,48,0
pure_ocs_pruned,100.000000,2110.270810,1.151221,2110.270810,1.151221,48,0
ocs_eps_pruned,100.000000,1665.874107,0.908788,1665.874107,0.908788,48,0
