scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1889.362,2.100,1889.362,2.100,160,0
pure_ocs_ksp,100.0,1109.568,1.233,1109.568,1.233,160,0
eps_ecmp,100.0,872.888,0.970,872.888,0.970,160,0
ocs_eps_large_small,100.0,1010.118,1.123,1010.118,1.123,160,0
pure_ocs_ksp_greedy,100.0,1017.887,1.131,1017.887,1.131,160,0
ocs_eps_preset_greedy,100.0,929.229,1.033,929.229,1.033,160,0
ocs_eps_preset_dynamic_greedy,100.0,899.614,1.000,899.614,1.000,160,0
pure_ocs_3hop_preset,100.0,946.829,1.052,946.829,1.052,160,0
pure_ocs_pruned,100.0,946.829,1.052,946.829,1.052,160,0
ocs_eps_pruned,100.0,894.017,0.994,894.017,0.994,160,0
