scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,95.0,1835.208,1.273,1835.208,1.273,80,0
helios_t20,95.0,1355.243,0.940,1355.243,0.940,80,0
helios_t30,95.0,1344.215,0.932,1344.215,0.932,80,0
helios_t40,95.0,1291.193,0.895,1291.193,0.895,80,0
helios_t50,95.0,1870.427,1.297,1870.427,1.297,80,0
helios_t60,95.0,2106.984,1.461,2106.984,1.461,80,0
helios_t70,95.0,2177.100,1.510,2177.100,1.510,80,0
helios_t80,95.0,2508.993,1.740,2508.993,1.740,80,0
helios_t90,95.0,2846.421,1.974,2846.421,1.974,80,0
hyacinth_dynamic,95.0,1441.936,1.000,1441.936,1.000,80,0
hyacinth_preset_t10,95.0,1524.125,1.057,1524.125,1.057,80,0
hyacinth_preset_t20,95.0,1148.845,0.797,1148.845,0.797,80,0
hyacinth_preset_t30,95.0,1461.822,1.014,1461.822,1.014,80,0
hyacinth_preset_t40,95.0,1766.933,1.225,1766.933,1.225,80,0
hyacinth_preset_t50,95.0,1683.100,1.167,1683.100,1.167,80,0
hyacinth_preset_t60,95.0,2024.564,1.404,2024.564,1.404,80,0
hyacinth_preset_t70,95.0,2420.797,1.679,2420.797,1.679,80,0
hyacinth_preset_t80,95.0,2419.367,1.678,2419.367,1.678,80,0
hyacinth_preset_t90,95.0,2605.737,1.807,2605.737,1.807,80,0
