scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,100.0,2175.482,1.238,2175.482,1.238,80,0
helios_t20,100.0,1939.091,1.104,1939.091,1.104,80,0
helios_t30,100.0,2539.448,1.445,2539.448,1.445,80,0
helios_t40,100.0,1737.164,0.989,1737.164,0.989,80,0
helios_t50,100.0,2067.981,1.177,2067.981,1.177,80,0
helios_t60,100.0,2531.836,1.441,2531.836,1.441,80,0
helios_t70,100.0,2974.606,1.693,2974.606,1.693,80,0
helios_t80,100.0,2673.732,1.522,2673.732,1.522,80,0
helios_t90,100.0,3385.489,1.927,3385.489,1.927,80,0
hyacinth_dynamic,100.0,1757.026,1.000,1757.026,1.000,80,0
hyacinth_preset_t10,100.0,1699.059,0.967,1699.059,0.967,80,0
hyacinth_preset_t20,100.0,1811.861,1.031,1811.861,1.031,80,0
hyacinth_preset_t30,100.0,1805.703,1.028,1805.703,1.028,80,0
hyacinth_preset_t40,100.0,2450.006,1.394,2450.006,1.394,80,0
hyacinth_preset_t50,100.0,2477.943,1.410,2477.943,1.410,80,0
hyacinth_preset_t60,100.0,2417.067,1.376,2417.067,1.376,80,0
hyacinth_preset_t70,100.0,2868.910,1.633,2868.910,1.633,80,0
hyacinth_preset_t80,100.0,3916.291,2.229,3916.291,2.229,80,0
hyacinth_preset_t90,100.0,2984.125,1.698,2984.125,1.698,80,0
