model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[0,1,8,10,11,15,16,18,19,20,21,27,28,33,35,37,38,39]","[231,270,318,302]|[167,222,71,175]|[94,285,15,223]|[151,159,271,158]|[286,221,7,319]|[14,87,135,310]|[134,287,127,95]|[303,166,126,311]"
S2,S,32,4,32,18,0.500000,"[1,2,4,5,6,8,14,15,20,22,23,24,28,29,32,35,36,38]","[125,283,183,239]|[309,70,293,124]|[230,295,294,23]|[165,38,238,284]|[199,191,263,69]|[37,119,46,47]|[55,54,229,237]|[39,262,13,22]"
S3,S,32,4,32,18,0.500000,"[0,1,4,5,10,11,12,14,17,23,26,30,31,32,33,34,35,36]","[247,117,35,36]|[43,45,143,188]|[214,269,278,255]|[261,118,279,292]|[12,92,260,189]|[282,215,190,103]|[246,6,86,11]|[93,268,44,102]"
S4,S,32,4,32,18,0.500000,"[0,3,7,9,12,13,19,21,23,26,27,28,30,35,36,37,38,39]","[289,228,173,156]|[244,187,290,172]|[78,31,291,301]|[101,61,30,220]|[110,308,281,174]|[219,29,245,79]|[5,111,307,63]|[62,317,213,157]"
S5,S,32,5,32,18,0.481481,"[2,4,6,8,14,18,20,21,25,26,28,29,30,31,33,34,37,39]","[67,277,243,68]|[53,33,316,252]|[241,163,267,212]|[242,171,236,116]|[161,227,21,34]|[207,164,148,253]|[149,150,276,254]|[115,170,162,300]"
S6,S,32,5,32,18,0.481481,"[1,2,3,12,13,15,16,17,18,20,22,25,28,31,32,33,34,36]","[123,160,265,100]|[266,139,133,251]|[108,19,98,259]|[275,109,141,140]|[99,181,142,28]|[225,20,226,206]|[9,27,147,146]|[288,182,10,97]"
S7,S,32,6,32,19,0.500000,"[1,3,6,7,11,13,14,15,17,19,21,23,24,26,29,31,32,34,39]","[186,138,197,195]|[91,169,235,315]|[26,154,60,274]|[234,107,249,211]|[198,59,8,121]|[90,257,58,196]|[25,122,250,185]|[155,114,52,258]"
S8,S,32,6,32,19,0.500000,"[4,5,7,9,10,11,13,15,23,24,26,27,29,30,32,34,37,38,39]","[106,120,210,240]|[256,218,76,74]|[194,273,85,314]|[57,193,217,298]|[233,299,209,208]|[89,184,77,84]|[73,272,42,41]|[232,306,32,75]"
S9,S,32,7,29,18,0.500000,"[0,2,3,5,6,10,11,12,18,19,21,24,27,28,31,35,38,39]","[304,216,81,313]|[83,153,2,1]|[18,312,248,51]|[24,40,305,3]|[4,82,80,17]|[192,168,145,0]|[50,16,280,152]|[88,96,49,224]"
S10,S,32,13,13,13,0.000000,"[6,7,8,9,13,14,16,17,18,22,25,33,37]","[203,296,297,105]|[56,66,130,201]|[113,132,200,204]|[136,129,104,48]|[178,180,72,264]|[131,128,64,137]|[205,144,179,176]|[65,112,202,177]"
