scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,95.0,3178.352,1.203,3178.352,1.203,80,0
pure_ocs_ksp,95.0,3339.856,1.264,3339.856,1.264,80,0
eps_ecmp,95.0,1715.293,0.649,1715.293,0.649,80,0
ocs_eps_large_small,95.0,4790.189,1.813,4790.189,1.813,80,0
pure_ocs_ksp_greedy,95.0,3196.483,1.210,3196.483,1.210,80,0
ocs_eps_preset_greedy,95.0,3502.984,1.326,3502.984,1.326,80,0
ocs_eps_preset_dynamic_greedy,95.0,2641.956,1.000,2641.956,1.000,80,0
pure_ocs_3hop_preset,95.0,2865.581,1.085,2865.581,1.085,80,0
pure_ocs_pruned,95.0,2865.581,1.085,2865.581,1.085,80,0
ocs_eps_pruned,95.0,2278.916,0.863,2278.916,0.863,80,0
