scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1820.187,1.647,1820.187,1.647,80,0
pure_ocs_ksp,100.0,1295.268,1.172,1295.268,1.172,80,0
eps_ecmp,100.0,1049.747,0.950,1049.747,0.950,80,0
ocs_eps_large_small,100.0,1126.606,1.019,1126.606,1.019,80,0
pure_ocs_ksp_greedy,100.0,1117.286,1.011,1117.286,1.011,80,0
ocs_eps_preset_greedy,100.0,1063.563,0.962,1063.563,0.962,80,0
ocs_eps_preset_dynamic_greedy,100.0,1105.080,1.000,1105.080,1.000,80,0
pure_ocs_3hop_preset,100.0,1092.600,0.989,1092.600,0.989,80,0
pure_ocs_pruned,100.0,1092.600,0.989,1092.600,0.989,80,0
ocs_eps_pruned,100.0,1099.986,0.995,1099.986,0.995,80,0
