model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[0,2,7,9,15,16,17,18,21,22,23,24,25,29,31,33,35,37]","[62,22,142,61]|[127,286,270,207]|[79,269,126,287]|[7,150,175,303]|[143,190,206,255]|[191,239,302,151]|[63,23,135,238]|[21,199,271,183]"
S2,S,32,4,32,18,0.500000,"[2,9,11,12,13,14,15,16,18,22,23,25,26,28,30,32,36,39]","[231,318,213,77]|[111,125,119,149]|[214,181,189,148]|[180,109,182,124]|[133,20,319,118]|[247,78,295,95]|[134,263,212,215]|[103,205,110,108]"
S3,S,32,4,32,18,0.500000,"[1,3,4,5,6,7,8,9,10,20,25,28,30,32,35,37,38,39]","[31,14,246,46]|[300,53,317,54]|[37,60,86,262]|[311,301,59,230]|[15,76,204,284]|[299,167,87,47]|[71,38,283,55]|[52,39,285,203]"
S4,S,32,5,32,18,0.481481,"[2,4,5,10,12,13,15,16,18,20,21,22,23,26,28,30,31,33]","[45,19,173,187]|[107,43,229,106]|[123,252,253,254]|[244,174,245,166]|[146,211,178,147]|[83,179,188,102]|[85,36,132,18]|[84,172,268,44]"
S5,S,32,5,32,18,0.481481,"[1,3,4,5,10,11,14,18,20,22,23,25,26,30,31,33,37,39]","[29,41,267,251]|[11,186,116,210]|[13,164,250,82]|[115,202,35,12]|[117,93,298,42]|[266,242,94,81]|[316,114,243,165]|[145,30,177,163]"
S6,S,32,5,32,18,0.481481,"[0,1,4,5,6,12,13,14,16,17,18,21,23,25,33,34,36,37]","[49,104,171,170]|[297,131,279,34]|[33,105,277,113]|[184,50,10,101]|[112,292,141,185]|[48,6,201,278]|[130,40,144,294]|[293,51,265,291]"
S7,S,32,5,32,18,0.481481,"[0,3,4,7,9,10,12,16,17,19,21,22,26,28,29,33,35,37]","[237,228,75,80]|[176,57,129,158]|[5,226,100,138]|[140,281,209,159]|[296,74,156,264]|[208,139,155,157]|[28,227,154,32]|[58,4,169,282]"
S8,S,32,5,28,16,0.478261,"[1,7,8,9,11,17,19,20,24,25,27,28,30,34,36,39]","[198,137,290,275]|[274,136,222,197]|[9,161,221,223]|[153,220,315,69]|[160,70,73,162]|[196,56,225,72]|[91,241,67,314]|[68,276,92,200]"
S9,S,32,7,23,15,0.500000,"[3,8,12,16,19,21,24,27,28,29,30,31,32,34,35]","[235,24,25,128]|[64,98,260,194]|[152,97,66,280]|[249,272,234,65]|[224,261,219,273]|[27,233,193,26]|[168,248,236,195]|[218,240,259,99]"
S10,S,32,13,13,13,0.000000,"[0,1,2,11,12,15,24,27,29,32,36,38,39]","[88,312,304,306]|[120,305,313,17]|[90,308,307,3]|[288,192,289,89]|[258,309,96,257]|[216,121,217,232]|[310,122,2,0]|[1,256,16,8]"
