model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,36,0.500000,"[2,5,6,8,13,17,23,24,25,26,27,28,31,33,34,35,36,47,48,49,50,52,56,57,59,60,61,67,68,69,70,72,73,76,77,78]","[591,111,230,390,223,254,615,543]|[46,71,463,406,583,567,207,630]|[255,631,142,550,271,215,486,381]|[398,399,423,382,455,53,214,191]|[55,495,279,391,478,479,559,383]|[143,582,623,231,476,47,295,294]|[54,477,551,542,198,487,407,287]|[110,475,581,199,541,23,109,558]"
L2,L,64,8,64,36,0.500000,"[0,2,5,6,8,10,17,22,25,26,27,31,33,35,38,43,44,46,48,49,52,53,54,58,59,60,62,63,64,65,68,69,72,74,76,79]","[526,286,422,350,183,213,599,358]|[501,470,351,437,222,269,359,357]|[310,52,397,270,580,285,212,484]|[614,21,557,511,45,639,87,22]|[141,7,436,431,502,388,420,389]|[421,268,51,485,549,519,206,311]|[503,86,438,70,375,439,253,527]|[613,525,556,474,267,471,638,182]"
L3,L,64,8,64,36,0.500000,"[3,7,8,10,11,12,14,15,16,17,19,20,26,31,32,36,42,43,44,49,50,56,57,58,59,62,65,66,67,68,69,71,72,74,75,77]","[555,118,135,342,293,167,292,524]|[211,95,262,597,539,453,607,103]|[348,395,462,356,578,532,579,159]|[469,347,396,127,574,548,473,622]|[540,69,454,31,102,140,166,573]|[30,263,252,404,534,405,28,84]|[533,158,606,63,598,261,499,343]|[260,85,29,500,119,349,575,535]"
L4,L,64,8,64,36,0.500000,"[0,4,5,7,11,13,14,16,17,18,20,23,24,28,31,36,39,40,43,49,51,52,54,56,57,60,61,62,63,66,68,70,72,75,78,79]","[228,116,461,508,139,317,93,628]|[494,165,629,188,319,394,327,546]|[318,415,164,452,151,250,419,190]|[637,197,451,435,39,114,498,291]|[108,6,60,189,577,434,117,564]|[483,62,316,547,44,5,61,251]|[94,326,346,510,604,229,133,566]|[115,531,43,414,565,605,509,134]"
L5,L,64,8,64,36,0.500000,"[3,10,13,19,20,21,23,24,26,27,29,31,32,33,34,36,39,41,42,43,44,49,50,52,53,55,57,64,65,67,68,69,74,76,77,79]","[334,612,621,596,209,107,447,341]|[538,403,595,517,428,620,460,173]|[187,611,445,345,523,163,446,175]|[277,174,238,82,161,554,278,430]|[335,355,289,402,196,315,459,219]|[259,27,157,636,418,220,290,393]|[249,340,26,545,239,266,518,429]|[237,221,162,354,156,83,314,210]"
L6,L,64,9,64,36,0.490909,"[0,1,4,5,8,10,11,13,15,19,20,23,27,28,30,34,35,36,37,39,40,41,44,45,46,47,49,57,60,67,69,70,71,72,77,78]","[186,276,37,15,458,553,42,322]|[3,627,244,373,576,154,380,160]|[572,38,323,321,245,562,482,68]|[185,374,302,92,618,367,626,288]|[366,275,353,284,246,332,571,537]|[392,217,126,227,325,81,561,619]|[313,13,303,218,14,155,247,333]|[379,2,563,378,41,4,324,106]"
L7,L,64,10,64,37,0.500000,"[0,1,2,4,6,9,10,15,16,17,18,22,24,25,26,27,30,32,35,37,38,39,44,45,47,48,52,59,61,62,64,65,66,70,73,75,78]","[208,625,124,205,78,49,309,36]|[35,79,522,377,588,283,516,149]|[364,195,530,148,417,281,243,387]|[493,587,257,282,150,77,204,258]|[352,256,131,181,386,589,515,307]|[19,603,130,590,521,300,560,472]|[80,312,132,216,138,497,1,365]|[12,50,301,123,385,125,308,20]"
L8,L,64,13,64,38,0.490196,"[2,4,6,8,11,12,13,15,18,19,21,22,29,30,34,35,37,38,40,42,43,45,46,47,48,53,58,60,62,63,64,65,67,68,73,74,77,78]","[362,152,520,507,242,98,298,376]|[481,616,585,180,384,18,146,506]|[594,236,544,273,466,101,91,370]|[67,120,99,337,179,372,617,467]|[363,121,100,514,66,122,241,468]|[306,371,178,280,274,153,17,48]|[505,624,338,427,299,586,536,339]|[344,320,105,34,235,147,496,172]"
L9,L,64,17,54,36,0.513514,"[0,2,3,5,8,9,11,12,22,24,25,28,30,33,34,37,38,41,42,46,51,52,53,54,55,56,58,61,63,64,66,69,73,74,75,76]","[601,512,610,432,226,412,193,74]|[450,608,297,265,443,609,416,203]|[330,76,584,465,97,89,264,0]|[444,491,513,492,552,464,600,329]|[442,65,75,426,411,504,328,424]|[16,528,177,413,25,433,336,305]|[40,176,194,490,593,90,425,240]|[449,225,369,602,331,304,529,272]"
L10,L,64,33,33,33,0.000000,"[1,3,4,7,8,9,11,12,13,14,16,17,18,21,23,24,25,28,29,31,37,45,46,50,51,55,56,57,60,61,71,74,79]","[136,112,171,224,409,129,56,11]|[8,73,456,202,634,233,360,24]|[88,633,32,184,200,592,401,128]|[169,59,232,440,569,145,57,632]|[33,400,10,170,96,168,488,113]|[635,58,137,408,480,296,457,248]|[448,410,234,570,441,192,568,201]|[9,489,104,144,64,361,368,72]"
