model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,36,0.500000,"[4,5,7,10,12,17,21,24,28,30,31,32,33,35,36,39,41,42,43,44,45,47,48,50,52,53,54,58,59,63,67,70,73,76,78,79]","[253,103,543,471,270,423,252,511]|[391,198,567,39,38,366,631,351]|[47,46,630,367,287,295,247,614]|[142,271,319,269,63,175,263,350]|[254,102,407,439,639,199,438,143]|[479,268,87,638,541,230,335,255]|[431,383,101,286,478,343,359,591]|[590,629,542,390,430,566,615,231]"
L2,L,64,8,64,36,0.500000,"[0,1,3,4,8,9,10,13,16,19,20,21,22,23,24,25,26,27,29,31,32,33,34,36,40,42,45,48,51,53,56,58,59,63,65,77]","[326,238,622,205,340,37,470,327]|[135,79,165,223,364,389,109,71]|[262,526,191,362,215,183,278,388]|[207,509,206,86,415,174,279,477]|[266,455,182,36,250,341,342,429]|[85,293,237,111,190,267,294,166]|[14,196,167,239,623,197,15,110]|[251,510,365,159,31,363,527,7]"
L3,L,64,8,64,36,0.500000,"[1,3,6,7,10,11,14,22,24,26,27,28,29,33,36,37,38,40,41,42,44,48,50,51,53,54,57,59,61,64,69,72,75,76,77,79]","[62,311,461,30,325,357,621,476]|[84,118,583,13,636,55,290,428]|[463,303,119,181,495,222,61,519]|[60,613,302,437,310,333,332,229]|[28,637,220,405,291,214,27,462]|[581,582,475,339,612,607,195,331]|[358,236,414,265,29,494,387,292]|[289,559,221,406,95,620,334,606]"
L4,L,64,8,64,36,0.500000,"[0,1,2,6,7,10,14,16,18,20,22,23,28,32,37,42,44,45,47,49,51,52,53,56,58,60,61,67,68,70,71,75,76,77,78,79]","[164,54,23,574,150,382,58,492]|[134,117,180,469,565,627,228,539]|[5,260,188,380,619,10,338,261]|[491,301,468,427,413,189,12,399]|[420,11,635,148,149,604,551,628]|[573,611,151,398,618,83,421,540]|[57,116,493,356,550,575,605,381]|[6,487,361,422,610,454,626,59]"
L5,L,64,9,64,36,0.490909,"[0,4,6,7,9,11,12,13,15,16,18,19,23,25,26,27,29,32,33,35,39,43,44,45,47,48,49,52,55,56,57,62,64,66,77,79]","[4,349,535,503,502,99,94,156]|[634,397,386,360,108,124,147,158]|[204,125,258,213,395,318,518,379]|[218,354,52,317,157,534,35,447]|[78,460,446,285,202,127,617,259]|[219,353,53,355,419,203,445,187]|[56,93,348,517,34,284,316,396]|[126,453,100,235,3,264,212,133]"
L6,L,64,10,64,37,0.500000,"[0,1,6,9,13,14,15,19,20,21,22,24,25,26,28,31,32,34,37,38,39,41,43,49,50,51,53,54,56,57,60,62,67,73,74,76,77]","[107,51,1,501,194,201,193,309]|[277,315,500,616,589,172,123,170]|[76,300,426,211,452,458,173,403]|[588,106,308,155,171,404,178,598]|[347,8,346,459,276,9,248,227]|[485,163,314,330,114,436,77,411]|[394,249,115,49,538,257,499,50]|[412,486,329,599,179,2,609,299]"
L7,L,64,10,64,37,0.500000,"[5,8,9,11,12,14,15,16,21,22,23,25,26,27,30,32,37,38,39,40,43,44,49,50,51,54,55,56,57,59,61,63,65,71,72,76,79]","[571,177,352,246,449,217,297,200]|[525,633,298,578,451,393,186,608]|[435,132,579,210,243,345,490,443]|[444,92,450,507,113,209,245,98]|[256,131,323,457,91,572,74,244]|[45,524,313,121,473,322,474,70]|[324,75,169,402,306,508,122,580]|[410,69,570,569,44,97,456,307]"
L8,L,64,11,64,38,0.509434,"[3,5,6,8,10,11,12,14,16,17,20,21,26,27,30,38,39,40,41,43,50,53,54,59,60,61,62,63,64,66,67,68,69,70,71,72,78,79]","[141,625,112,532,505,537,549,497]|[400,89,321,563,90,328,305,576]|[482,498,140,41,516,25,483,506]|[484,472,82,577,216,96,632,434]|[558,489,43,40,139,320,548,344]|[546,48,42,514,533,168,425,81]|[568,564,26,515,162,130,547,424]|[208,241,312,531,401,68,242,557]"
L9,L,64,15,52,34,0.513514,"[0,3,4,8,11,13,16,17,18,19,23,35,37,42,46,47,51,52,54,55,56,58,60,63,65,66,67,68,69,70,73,74,75,78]","[480,65,409,377,561,33,281,481]|[530,602,504,595,282,441,104,529]|[66,556,554,373,465,128,137,375]|[442,67,296,536,136,372,376,555]|[185,603,418,153,371,624,545,417]|[283,553,467,146,587,154,337,522]|[378,433,448,374,523,601,597,129]|[0,596,562,466,138,24,105,88]"
L10,L,64,39,39,39,0.000000,"[2,4,8,9,10,15,18,19,20,22,23,24,28,29,30,34,35,36,38,42,46,48,49,51,52,54,55,58,61,62,64,65,66,68,69,70,73,74,75]","[585,20,512,192,224,120,225,520]|[152,513,552,416,594,18,593,368]|[432,592,17,160,275,272,19,304]|[233,64,408,586,288,145,22,521]|[16,560,440,384,528,464,544,32]|[370,21,369,600,392,273,80,176]|[161,488,496,280,72,240,336,274]|[226,73,385,584,184,234,232,144]"
