scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1716.253,1.129,1716.253,1.129,48,0
pure_ocs_ksp,100.0,2083.612,1.371,2083.612,1.371,48,0
eps_ecmp,100.0,840.001,0.553,840.001,0.553,48,0
ocs_eps_large_small,100.0,2600.168,1.711,2600.168,1.711,48,0
pure_ocs_ksp_greedy,100.0,1846.073,1.215,1846.073,1.215,48,0
ocs_eps_preset_greedy,100.0,2332.469,1.535,2332.469,1.535,48,0
ocs_eps_preset_dynamic_greedy,100.0,1519.839,1.000,1519.839,1.000,48,0
pure_ocs_3hop_preset,100.0,1758.952,1.157,1758.952,1.157,48,0
pure_ocs_pruned,100.0,1758.952,1.157,1758.952,1.157,48,0
ocs_eps_pruned,100.0,1287.885,0.847,1287.885,0.847,48,0
