scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,1.530527,17,17,17
pure_ocs_ksp,1.073709,17,17,17
eps_ecmp,0.829308,17,17,17
ocs_eps_large_small,1.919603,17,17,17
pure_ocs_ksp_greedy,1.027299,17,17,17
ocs_eps_preset_greedy,1.081662,17,17,17
ocs_eps_preset_dynamic_greedy,1.000000,17,17,17
pure_ocs_3hop_preset,1.036048,17,17,17
pure_ocs_pruned,1.036048,17,17,17
ocs_eps_pruned,0.979464,17,17,17
