model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,47,0.696429,"[0,3,4,6,8,9,11,13,14,15,16,17,18,19,20,23,25,26,27,28,30,31,32,38,39,40,41,42,43,45,47,48,49,50,52,53,54,57,62,64,65,66,67,68,72,74,76]","[518,350,343,550,207,95,310,527]|[71,255,407,111,383,535,542,439]|[247,70,335,551,431,406,151,215]|[39,583,6,126,399,127,38,351]|[599,55,463,390,231,119,159,382]|[319,311,503,391,7,158,367,263]|[191,143,214,166,327,246,135,79]|[31,543,223,519,423,167,430,615]"
L2,L,64,8,64,47,0.696429,"[1,4,8,12,13,14,16,17,18,19,20,21,22,23,24,26,27,38,39,40,41,43,44,47,48,50,51,52,53,54,55,56,57,58,60,62,63,65,67,68,69,70,71,72,74,75,79]","[142,582,511,487,567,606,183,559]|[349,575,118,405,213,189,359,428]|[212,470,198,502,415,639,15,462]|[326,103,638,37,318,190,389,333]|[109,157,381,429,199,110,541,438]|[150,574,446,222,422,175,598,308]|[526,117,69,549,388,404,607,447]|[325,455,471,334,358,309,165,134]"
L3,L,64,8,64,47,0.696429,"[2,4,8,9,12,15,17,18,19,20,21,23,25,27,28,29,30,32,33,35,36,37,41,44,45,46,47,49,50,51,52,53,54,56,57,58,60,61,62,66,67,69,71,72,74,77,78]","[271,398,229,356,124,239,414,206]|[486,140,156,412,230,534,23,149]|[245,357,295,102,221,36,332,581]|[238,630,397,262,188,597,294,494]|[375,501,454,461,403,270,125,413]|[427,558,68,174,303,302,380,623]|[631,141,421,366,540,495,469,244]|[573,287,78,139,437,101,173,164]"
L4,L,64,9,64,48,0.709091,"[0,2,3,4,6,7,8,9,10,11,16,17,22,23,24,25,26,27,28,30,31,32,35,38,40,43,47,51,52,54,56,57,58,59,60,61,62,65,66,67,72,73,74,75,76,77,78,79]","[323,622,243,53,479,285,63,379]|[411,228,533,210,211,453,348,629]|[286,378,133,635,5,436,22,94]|[197,261,590,468,499,324,493,525]|[636,539,307,62,605,30,138,87]|[420,187,580,220,596,205,67,485]|[77,478,182,589,460,35,628,621]|[637,254,54,591,500,93,614,132]"
M1,M,40,6,40,30,0.705882,"[4,5,9,16,19,20,22,26,33,35,41,44,45,46,49,54,58,59,60,61,62,63,64,65,66,69,71,74,75,77]","[532,130,492,557,523]|[373,283,396,498,155]|[435,467,477,374,180]|[365,47,620,163,595]|[604,572,355,34,284]|[131,524,331,269,76]|[364,209,179,33,484]|[603,517,181,268,510]"
M2,M,40,6,40,30,0.705882,"[0,2,3,5,6,7,9,10,14,15,16,19,25,33,36,37,43,47,48,50,52,54,55,56,57,61,63,65,73,78]","[452,434,122,627,52]|[129,347,46,299,445]|[386,443,522,509,444]|[116,293,267,29,301]|[203,377,21,204,123]|[154,401,402,419,588]|[300,61,491,459,51]|[86,75,4,292,387]"
M3,M,40,6,40,30,0.705882,"[0,1,4,9,11,17,19,21,26,29,33,34,35,36,37,41,42,48,49,50,51,57,59,61,64,67,68,74,78,79]","[297,458,395,237,476]|[3,208,14,515,341]|[626,279,236,410,385]|[516,298,475,342,282]|[548,634,330,547,74]|[594,92,13,340,291]|[490,235,474,538,153]|[266,137,32,172,400]"
S1,S,32,5,32,24,0.703704,"[0,2,6,8,9,11,12,15,16,17,19,25,34,35,37,39,41,45,53,56,60,64,65,78]","[73,202,277,100]|[280,363,128,451]|[152,625,201,136]|[281,278,2,426]|[329,99,20,316]|[521,514,91,317]|[296,276,121,624]|[120,66,483,50]"
S2,S,32,6,32,24,0.692308,"[0,5,7,11,12,13,18,21,23,28,30,32,33,38,45,52,54,56,57,59,64,67,70,76]","[147,418,148,612]|[97,260,186,613]|[242,473,264,60]|[265,171,513,98]|[457,362,433,45]|[107,537,450,306]|[566,1,90,225]|[227,108,226,611]"
S3,S,32,6,32,24,0.692308,"[1,7,9,12,18,34,36,38,39,42,45,46,53,57,58,59,60,63,67,68,72,73,75,79]","[96,339,466,59]|[305,536,546,72]|[424,456,290,338]|[481,633,425,58]|[361,275,601,579]|[602,371,12,482]|[57,146,372,508]|[586,472,587,315]"
