case_base,seed,scheduler,avg_relative_fct_vs_dynamic
n80_mix4L3M3S,47,pure_ocs_ksp_greedy,1.064
n80_mix4L3M3S,47,ocs_eps_preset_greedy,1.034
n80_mix4L3M3S,47,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,47,pure_ocs_3hop_preset,1.009
n80_mix4L3M3S,47,pure_ocs_pruned,1.009
n80_mix4L3M3S,47,ocs_eps_pruned,1.001
n80_mix4L3M3S,48,ocs_eps_global_ksp,1.329
n80_mix4L3M3S,48,pure_ocs_ksp,1.047
n80_mix4L3M3S,48,eps_ecmp,1.006
n80_mix4L3M3S,48,ocs_eps_large_small,1.153
n80_mix4L3M3S,48,pure_ocs_ksp_greedy,0.965
n80_mix4L3M3S,48,ocs_eps_preset_greedy,1.005
n80_mix4L3M3S,48,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,48,pure_ocs_3hop_preset,0.980
n80_mix4L3M3S,48,pure_ocs_pruned,0.980
n80_mix4L3M3S,48,ocs_eps_pruned,0.983
n80_mix4L3M3S,49,ocs_eps_global_ksp,1.232
n80_mix4L3M3S,49,pure_ocs_ksp,1.026
n80_mix4L3M3S,49,eps_ecmp,1.010
n80_mix4L3M3S,49,ocs_eps_large_small,1.040
n80_mix4L3M3S,49,pure_ocs_ksp_greedy,0.993
n80_mix4L3M3S,49,ocs_eps_preset_greedy,0.994
n80_mix4L3M3S,49,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,49,pure_ocs_3hop_preset,1.013
n80_mix4L3M3S,49,pure_ocs_pruned,1.013
n80_mix4L3M3S,49,ocs_eps_pruned,1.037
n80_mix4L3M3S,50,ocs_eps_global_ksp,1.305
n80_mix4L3M3S,50,pure_ocs_ksp,1.075
n80_mix4L3M3S,50,eps_ecmp,0.968
n80_mix4L3M3S,50,ocs_eps_large_small,1.455
n80_mix4L3M3S,50,pure_ocs_ksp_greedy,1.026
n80_mix4L3M3S,50,ocs_eps_preset_greedy,1.032
n80_mix4L3M3S,50,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,50,pure_ocs_3hop_preset,1.043
n80_mix4L3M3S,50,pure_ocs_pruned,1.043
n80_mix4L3M3S,50,ocs_eps_pruned,1.002
n80_mix4L3M3S,51,ocs_eps_global_ksp,1.327
n80_mix4L3M3S,51,pure_ocs_ksp,1.050
n80_mix4L3M3S,51,eps_ecmp,1.000
n80_mix4L3M3S,51,ocs_eps_large_small,1.980
n80_mix4L3M3S,51,pure_ocs_ksp_greedy,1.002
n80_mix4L3M3S,51,ocs_eps_preset_greedy,1.030
n80_mix4L3M3S,51,ocs_eps_preset_dynamic_greedy,1.000
n80_mix4L3M3S,51,pure_ocs_3hop_preset,1.012
n80_mix4L3M3S,51,pure_ocs_pruned,1.012
n80_mix4L3M3S,51,ocs_eps_pruned,1.006
