scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1941.305,1.080,1941.305,1.080,48,0
pure_ocs_ksp,100.0,1951.355,1.085,1951.355,1.085,48,0
eps_ecmp,100.0,955.801,0.532,955.801,0.532,48,0
ocs_eps_large_small,100.0,2932.537,1.631,2932.537,1.631,48,0
pure_ocs_ksp_greedy,100.0,1936.488,1.077,1936.488,1.077,48,0
ocs_eps_preset_greedy,100.0,2426.072,1.349,2426.072,1.349,48,0
ocs_eps_preset_dynamic_greedy,100.0,1797.892,1.000,1797.892,1.000,48,0
pure_ocs_3hop_preset,100.0,1834.089,1.020,1834.089,1.020,48,0
pure_ocs_pruned,100.0,1834.089,1.020,1834.089,1.020,48,0
ocs_eps_pruned,100.0,1571.076,0.874,1571.076,0.874,48,0
