scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
helios_t10,99.0,4825.223,1.541,4825.223,1.541,48,0
helios_t20,99.0,4482.190,1.431,4482.190,1.431,48,0
helios_t30,99.0,3975.155,1.269,3975.155,1.269,48,0
helios_t40,99.0,3478.878,1.111,3478.878,1.111,48,0
helios_t50,99.0,3354.423,1.071,3354.423,1.071,48,0
helios_t60,99.0,3180.919,1.016,3180.919,1.016,48,0
helios_t70,99.0,2789.628,0.891,2789.628,0.891,48,0
helios_t80,99.0,3730.261,1.191,3730.261,1.191,48,0
helios_t90,99.0,2840.362,0.907,2840.362,0.907,48,0
hyacinth_dynamic,99.0,3132.117,1.000,3132.117,1.000,48,0
hyacinth_preset_t10,99.0,3864.815,1.234,3864.815,1.234,48,0
hyacinth_preset_t20,99.0,5607.969,1.790,5607.969,1.790,48,0
hyacinth_preset_t30,99.0,3769.340,1.203,3769.340,1.203,48,0
hyacinth_preset_t40,99.0,3788.124,1.209,3788.124,1.209,48,0
hyacinth_preset_t50,99.0,2976.399,0.950,2976.399,0.950,48,0
hyacinth_preset_t60,99.0,3148.676,1.005,3148.676,1.005,48,0
hyacinth_preset_t70,99.0,3210.837,1.025,3210.837,1.025,48,0
hyacinth_preset_t80,99.0,2939.610,0.939,2939.610,0.939,48,0
hyacinth_preset_t90,99.0,3103.523,0.991,3103.523,0.991,48,0
