model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,47,0.696429,"[3,4,5,6,8,10,12,14,16,19,20,23,24,25,27,28,33,34,35,37,38,39,43,44,45,46,50,51,52,53,56,57,58,60,61,62,63,65,66,68,69,70,74,75,76,78,79]","[47,567,375,303,71,527,207,463]|[199,525,455,535,414,39,31,495]|[559,359,158,70,599,366,87,167]|[55,639,631,367,286,503,407,103]|[551,526,119,311,511,287,558,614]|[598,423,271,415,471,310,487,231]|[422,191,454,524,318,279,135,607]|[223,638,431,351,319,159,615,510]"
L2,L,64,8,64,47,0.696429,"[0,1,2,6,7,8,11,14,15,16,17,18,19,21,22,23,24,25,30,33,34,35,36,40,41,42,43,44,46,50,52,55,58,60,61,62,66,67,68,69,70,72,73,75,76,77,78]","[494,118,630,606,190,447,132,62]|[94,95,420,565,294,557,327,63]|[175,591,613,278,623,198,622,549]|[205,69,143,53,206,7,54,174]|[335,358,550,151,134,23,295,270]|[566,133,204,343,470,183,157,6]|[374,350,485,534,406,502,117,543]|[583,127,15,421,486,247,285,326]"
L3,L,64,8,64,47,0.696429,"[0,1,2,3,5,6,7,10,11,14,16,19,20,23,25,26,28,29,30,31,37,42,43,44,45,47,48,49,50,52,54,55,56,57,58,59,61,62,64,67,68,69,72,74,76,77,78]","[203,542,452,114,446,116,548,468]|[188,46,469,582,399,156,239,52]|[419,115,30,255,302,342,462,405]|[501,453,597,93,61,13,86,246]|[14,22,620,215,189,238,301,581]|[439,85,21,519,5,389,612,357]|[229,230,365,131,391,629,390,541]|[166,382,479,493,621,349,556,383]"
L4,L,64,9,64,48,0.709091,"[0,1,2,3,4,7,8,9,11,12,13,14,15,27,29,30,32,36,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,62,63,65,66,68,69,71,74,76,77]","[20,222,363,68,381,413,111,438]|[373,29,555,554,316,467,340,619]|[12,387,574,108,126,59,611,364]|[348,533,67,293,575,309,451,113]|[102,333,523,341,418,38,596,262]|[388,499,92,334,317,263,461,547]|[509,60,245,110,500,478,4,325]|[404,237,398,79,112,356,109,397]"
M1,M,40,6,40,30,0.705882,"[0,4,9,15,16,26,27,28,32,37,40,41,42,43,44,46,52,53,54,55,56,60,62,67,68,70,72,73,74,79]","[347,125,580,484,221]|[261,498,579,324,564]|[214,430,589,3,37]|[299,332,355,637,594]|[354,429,428,590,445]|[449,300,78,540,595]|[227,372,339,228,417]|[546,298,450,437,130]"
M2,M,40,6,40,30,0.705882,"[0,1,5,11,12,16,17,18,24,25,26,30,33,39,41,46,47,48,55,57,59,60,61,62,65,67,68,70,71,74]","[460,45,101,11,544]|[593,459,142,571,213]|[243,100,269,497,244]|[492,483,444,539,91]|[380,44,522,202,386]|[242,477,371,2,331]|[572,197,573,563,150]|[545,129,496,90,315]"
M3,M,40,7,40,30,0.696970,"[0,2,3,6,8,10,12,13,16,17,20,22,23,26,27,29,30,32,33,37,41,44,46,47,54,55,65,67,75,79]","[267,107,443,297,84]|[212,165,1,181,51]|[66,65,182,436,19]|[330,636,521,187,241]|[370,259,605,0,538]|[128,141,260,236,99]|[18,211,220,235,268]|[98,442,28,379,353]"
S1,S,32,5,32,24,0.703704,"[2,4,9,10,11,12,15,18,20,21,24,25,30,31,37,39,45,46,48,59,67,70,75,76]","[82,149,164,610]|[562,124,173,253]|[97,172,83,476]|[170,196,369,604]|[89,35,368,296]|[171,362,240,17]|[254,36,77,76]|[314,201,385,537]"
S2,S,32,6,32,24,0.692308,"[2,3,4,7,8,10,15,19,20,21,22,24,36,47,48,53,58,64,65,69,71,77,78,79]","[628,570,195,520]|[162,16,123,64]|[34,618,466,169]|[378,58,617,33]|[553,155,27,292]|[180,635,178,194]|[518,291,179,81]|[57,427,384,163]"
S3,S,32,6,32,24,0.692308,"[1,4,6,11,17,20,21,22,25,31,32,35,38,39,40,41,42,43,55,56,60,61,66,69]","[490,329,312,161]|[313,139,88,308]|[448,482,140,552]|[258,441,532,531]|[200,323,307,346]|[440,338,50,491]|[32,177,168,10]|[49,252,284,489]"
