scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,2.524,0.285
pure_ocs_ksp,10,1.265,0.084
eps_ecmp,10,0.917,0.083
ocs_eps_large_small,10,1.296,0.152
pure_ocs_ksp_greedy,10,1.149,0.114
ocs_eps_preset_greedy,10,1.082,0.103
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_3hop_preset,10,1.129,0.113
pure_ocs_pruned,10,1.129,0.113
ocs_eps_pruned,10,1.040,0.115
