scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1754.492,2.099,1754.492,2.099,80,0
pure_ocs_ksp,100.0,948.713,1.135,948.713,1.135,80,0
eps_ecmp,100.0,784.971,0.939,784.971,0.939,80,0
ocs_eps_large_small,100.0,944.149,1.129,944.149,1.129,80,0
pure_ocs_ksp_greedy,100.0,910.865,1.089,910.865,1.089,80,0
ocs_eps_preset_greedy,100.0,873.315,1.045,873.315,1.045,80,0
ocs_eps_preset_dynamic_greedy,100.0,836.051,1.000,836.051,1.000,80,0
pure_ocs_3hop_preset,100.0,848.951,1.015,848.951,1.015,80,0
pure_ocs_pruned,100.0,848.951,1.015,848.951,1.015,80,0
ocs_eps_pruned,100.0,867.362,1.037,867.362,1.037,80,0
