model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[1,2,5,9,12,14,15,18,20,21,28,29,30,31,33,35,37,39]","[127,15,102,47]|[318,238,14,319]|[174,117,231,271]|[166,23,175,167]|[303,118,151,287]|[78,79,247,119]|[229,239,22,286]|[255,103,21,230]"
S2,S,32,4,32,18,0.500000,"[0,2,3,7,8,13,16,17,18,20,24,27,33,35,36,37,38,39]","[135,109,69,294]|[111,63,62,70]|[134,165,198,143]|[223,311,316,270]|[71,20,221,317]|[269,222,31,7]|[199,302,142,110]|[150,285,141,295]"
S3,S,32,4,32,18,0.500000,"[0,2,4,5,6,7,8,11,12,13,15,16,20,22,27,30,31,36]","[293,246,55,68]|[4,219,292,39]|[164,132,101,220]|[45,183,245,100]|[163,5,94,126]|[61,133,46,6]|[181,218,95,19]|[182,108,125,254]"
S4,S,32,4,32,18,0.500000,"[0,1,2,3,4,5,6,10,13,14,17,20,24,27,29,32,34,35]","[217,3,44,54]|[27,85,53,262]|[28,115,261,197]|[279,162,116,30]|[278,29,43,263]|[284,13,237,236]|[18,140,17,86]|[87,12,107,38]"
S5,S,32,4,32,18,0.500000,"[0,1,2,3,4,5,9,13,16,17,19,21,25,27,30,31,33,36]","[2,11,252,106]|[75,77,216,26]|[16,138,291,268]|[172,253,76,159]|[137,131,10,251]|[173,35,206,42]|[290,244,37,139]|[207,36,158,243]"
S6,S,32,5,32,18,0.481481,"[1,5,7,10,12,13,14,15,16,19,21,26,28,30,31,35,36,38]","[228,113,84,129]|[283,242,157,214]|[41,114,215,105]|[59,288,124,60]|[99,241,123,83]|[310,40,227,130]|[309,9,171,250]|[98,156,289,170]"
S7,S,32,5,32,18,0.481481,"[1,7,8,9,10,12,13,14,17,19,20,23,26,30,32,35,38,39]","[136,188,8,57]|[315,72,189,73]|[161,74,65,58]|[191,66,155,81]|[307,154,260,190]|[104,82,306,212]|[67,308,112,213]|[97,240,281,282]"
S8,S,32,6,30,18,0.500000,"[3,4,6,7,11,15,18,22,23,24,25,29,32,33,35,37,38,39]","[180,234,121,25]|[204,301,280,52]|[122,203,235,34]|[266,312,187,259]|[305,51,33,149]|[300,298,196,92]|[313,267,265,205]|[93,299,56,314]"
S9,S,32,8,27,18,0.526316,"[0,8,10,11,12,15,16,18,21,25,26,28,29,31,33,34,37,38]","[274,264,168,297]|[80,96,128,91]|[226,276,169,210]|[148,120,225,1]|[201,64,146,90]|[89,296,249,211]|[224,277,145,202]|[233,147,275,304]"
S10,S,32,17,17,17,0.000000,"[0,3,4,6,11,18,19,20,22,23,24,25,26,29,31,32,34]","[152,177,257,176]|[50,232,272,179]|[258,49,178,88]|[195,153,186,0]|[273,200,144,256]|[185,209,248,208]|[32,184,160,193]|[192,24,48,194]"
