seed,scheduler,avg_relative_fct_vs_dynamic
42,ocs_eps_global_ksp,1.620
42,pure_ocs_ksp,1.507
42,eps_ecmp,0.663
42,pure_ocs_ksp_greedy,1.205
42,ocs_eps_preset_dynamic_greedy,1.000
42,pure_ocs_pruned,1.245
42,ocs_eps_pruned,0.881
42,ocs_eps_large_small,2.211
42,ocs_eps_preset_greedy,1.738
42,pure_ocs_3hop_preset,1.245
43,ocs_eps_global_ksp,1.171
43,pure_ocs_ksp,1.226
43,eps_ecmp,0.641
43,pure_ocs_ksp_greedy,1.141
43,ocs_eps_preset_dynamic_greedy,1.000
43,pure_ocs_pruned,1.101
43,ocs_eps_pruned,0.876
43,ocs_eps_large_small,1.174
43,ocs_eps_preset_greedy,1.423
43,pure_ocs_3hop_preset,1.101
44,ocs_eps_global_ksp,3.016
44,pure_ocs_ksp,1.227
44,eps_ecmp,0.631
44,pure_ocs_ksp_greedy,1.233
44,ocs_eps_preset_dynamic_greedy,1.000
44,pure_ocs_pruned,1.059
44,ocs_eps_pruned,0.955
44,ocs_eps_large_small,1.233
44,ocs_eps_preset_greedy,1.826
44,pure_ocs_3hop_preset,1.059
45,ocs_eps_global_ksp,1.684
45,pure_ocs_ksp,1.219
45,eps_ecmp,0.707
45,pure_ocs_ksp_greedy,1.205
45,ocs_eps_preset_dynamic_greedy,1.000
45,pure_ocs_pruned,1.304
45,ocs_eps_pruned,0.868
45,ocs_eps_large_small,1.137
45,ocs_eps_preset_greedy,1.769
45,pure_ocs_3hop_preset,1.304
46,ocs_eps_global_ksp,2.295
46,pure_ocs_ksp,1.647
46,eps_ecmp,0.777
46,pure_ocs_ksp_greedy,1.094
46,ocs_eps_preset_dynamic_greedy,1.000
46,pure_ocs_pruned,1.058
46,ocs_eps_pruned,1.110
46,ocs_eps_large_small,4.762
46,ocs_eps_preset_greedy,2.680
46,pure_ocs_3hop_preset,1.058
47,ocs_eps_global_ksp,4.496
47,pure_ocs_ksp,1.746
47,eps_ecmp,0.880
47,pure_ocs_ksp_greedy,1.754
47,ocs_eps_preset_dynamic_greedy,1.000
47,pure_ocs_pruned,1.662
47,ocs_eps_pruned,1.522
47,ocs_eps_large_small,2.179
47,ocs_eps_preset_greedy,3.563
47,pure_ocs_3hop_preset,1.662
48,ocs_eps_global_ksp,1.721
48,pure_ocs_ksp,1.596
48,eps_ecmp,0.635
48,pure_ocs_ksp_greedy,1.143
48,ocs_eps_preset_dynamic_greedy,1.000
48,pure_ocs_pruned,1.653
48,ocs_eps_pruned,0.889
48,ocs_eps_large_small,1.622
48,ocs_eps_preset_greedy,2.524
48,pure_ocs_3hop_preset,1.653
49,ocs_eps_global_ksp,1.537
49,pure_ocs_ksp,1.237
49,eps_ecmp,0.736
49,pure_ocs_ksp_greedy,1.223
49,ocs_eps_preset_dynamic_greedy,1.000
49,pure_ocs_pruned,1.765
49,ocs_eps_pruned,1.121
49,ocs_eps_large_small,2.770
49,ocs_eps_preset_greedy,2.974
49,pure_ocs_3hop_preset,1.765
50,ocs_eps_global_ksp,1.827
50,pure_ocs_ksp,1.502
50,eps_ecmp,0.622
50,pure_ocs_ksp_greedy,1.591
50,ocs_eps_preset_dynamic_greedy,1.000
50,pure_ocs_pruned,1.411
50,ocs_eps_pruned,1.702
50,ocs_eps_large_small,3.413
50,ocs_eps_preset_greedy,2.338
50,pure_ocs_3hop_preset,1.411
51,ocs_eps_global_ksp,2.248
51,pure_ocs_ksp,2.238
51,eps_ecmp,0.590
51,pure_ocs_ksp_greedy,1.185
51,ocs_eps_preset_dynamic_greedy,1.000
51,pure_ocs_pruned,1.669
51,ocs_eps_pruned,1.939
51,ocs_eps_large_small,2.222
51,ocs_eps_preset_greedy,1.976
51,pure_ocs_3hop_preset,1.669
