scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.168,0.069
ocs_eps_preset_dynamic_greedy,10,0.303,0.156
pure_ocs_pruned,10,0.388,0.163
ocs_eps_pruned,10,0.548,0.533
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.159,0.021
pure_ocs_3hop_preset,10,0.453,0.239
