scheduler,seed_count,mean_avg_relative_cct_vs_dynamic,std_avg_relative_cct_vs_dynamic
ocs_eps_global_ksp,10,1.987,0.170
pure_ocs_ksp,10,1.208,0.076
eps_ecmp,10,1.025,0.039
pure_ocs_ksp_greedy,10,1.092,0.050
ocs_eps_preset_dynamic_greedy,10,1.000,0.000
pure_ocs_pruned,10,1.051,0.057
ocs_eps_pruned,10,1.026,0.045
ocs_eps_large_small,10,1.151,0.091
ocs_eps_preset_greedy,10,1.048,0.059
pure_ocs_3hop_preset,10,1.051,0.057
