seed,scheduler,avg_solve_time_ms
42,ocs_eps_global_ksp,0.000
42,pure_ocs_ksp,0.000
42,eps_ecmp,0.000
42,pure_ocs_ksp_greedy,0.174
42,ocs_eps_preset_dynamic_greedy,0.419
42,pure_ocs_pruned,1.471
42,ocs_eps_pruned,0.351
42,ocs_eps_large_small,0.000
42,ocs_eps_preset_greedy,0.127
42,pure_ocs_3hop_preset,0.789
43,ocs_eps_global_ksp,0.000
43,pure_ocs_ksp,0.000
43,eps_ecmp,0.000
43,pure_ocs_ksp_greedy,0.174
43,ocs_eps_preset_dynamic_greedy,0.260
43,pure_ocs_pruned,0.259
43,ocs_eps_pruned,0.348
43,ocs_eps_large_small,0.000
43,ocs_eps_preset_greedy,0.163
43,pure_ocs_3hop_preset,0.290
44,ocs_eps_global_ksp,0.000
44,pure_ocs_ksp,0.000
44,eps_ecmp,0.000
44,pure_ocs_ksp_greedy,0.172
44,ocs_eps_preset_dynamic_greedy,0.284
44,pure_ocs_pruned,0.521
44,ocs_eps_pruned,0.327
44,ocs_eps_large_small,0.000
44,ocs_eps_preset_greedy,0.229
44,pure_ocs_3hop_preset,0.297
45,ocs_eps_global_ksp,0.000
45,pure_ocs_ksp,0.000
45,eps_ecmp,0.000
45,pure_ocs_ksp_greedy,0.127
45,ocs_eps_preset_dynamic_greedy,0.225
45,pure_ocs_pruned,0.257
45,ocs_eps_pruned,0.374
45,ocs_eps_large_small,0.000
45,ocs_eps_preset_greedy,0.166
45,pure_ocs_3hop_preset,0.276
46,ocs_eps_global_ksp,0.000
46,pure_ocs_ksp,0.000
46,eps_ecmp,0.000
46,pure_ocs_ksp_greedy,0.133
46,ocs_eps_preset_dynamic_greedy,0.210
46,pure_ocs_pruned,0.308
46,ocs_eps_pruned,0.712
46,ocs_eps_large_small,0.000
46,ocs_eps_preset_greedy,0.128
46,pure_ocs_3hop_preset,0.213
47,ocs_eps_global_ksp,0.000
47,pure_ocs_ksp,0.000
47,eps_ecmp,0.000
47,pure_ocs_ksp_greedy,0.235
47,ocs_eps_preset_dynamic_greedy,0.207
47,pure_ocs_pruned,0.263
47,ocs_eps_pruned,0.331
47,ocs_eps_large_small,0.000
47,ocs_eps_preset_greedy,0.151
47,pure_ocs_3hop_preset,0.211
48,ocs_eps_global_ksp,0.000
48,pure_ocs_ksp,0.000
48,eps_ecmp,0.000
48,pure_ocs_ksp_greedy,0.111
48,ocs_eps_preset_dynamic_greedy,0.173
48,pure_ocs_pruned,0.503
48,ocs_eps_pruned,0.262
48,ocs_eps_large_small,0.000
48,ocs_eps_preset_greedy,0.147
48,pure_ocs_3hop_preset,0.290
49,ocs_eps_global_ksp,0.000
49,pure_ocs_ksp,0.000
49,eps_ecmp,0.000
49,pure_ocs_ksp_greedy,0.168
49,ocs_eps_preset_dynamic_greedy,0.199
49,pure_ocs_pruned,0.411
49,ocs_eps_pruned,0.331
49,ocs_eps_large_small,0.000
49,ocs_eps_preset_greedy,0.153
49,pure_ocs_3hop_preset,0.682
50,ocs_eps_global_ksp,0.000
50,pure_ocs_ksp,0.000
50,eps_ecmp,0.000
50,pure_ocs_ksp_greedy,0.144
50,ocs_eps_preset_dynamic_greedy,0.203
50,pure_ocs_pruned,0.373
50,ocs_eps_pruned,0.291
50,ocs_eps_large_small,0.000
50,ocs_eps_preset_greedy,0.153
50,pure_ocs_3hop_preset,0.291
51,ocs_eps_global_ksp,0.000
51,pure_ocs_ksp,0.000
51,eps_ecmp,0.000
51,pure_ocs_ksp_greedy,0.113
51,ocs_eps_preset_dynamic_greedy,0.247
51,pure_ocs_pruned,0.418
51,ocs_eps_pruned,0.232
51,ocs_eps_large_small,0.000
51,ocs_eps_preset_greedy,0.144
51,pure_ocs_3hop_preset,0.263
