scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,4975.641,1.964,4975.641,1.964,80,0
pure_ocs_ksp,100.0,3854.989,1.522,3854.989,1.522,80,0
eps_ecmp,100.0,2218.074,0.876,2218.074,0.876,80,0
ocs_eps_large_small,100.0,2178.162,0.860,2178.162,0.860,80,0
pure_ocs_ksp_greedy,100.0,2426.227,0.958,2426.227,0.958,80,0
ocs_eps_preset_greedy,100.0,2931.251,1.157,2931.251,1.157,80,0
ocs_eps_preset_dynamic_greedy,100.0,2532.931,1.000,2532.931,1.000,80,0
pure_ocs_3hop_preset,100.0,2731.528,1.078,2731.528,1.078,80,0
pure_ocs_pruned,100.0,2731.528,1.078,2731.528,1.078,80,0
ocs_eps_pruned,100.0,2351.264,0.928,2351.264,0.928,80,0
