scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1855.323,1.655,1855.323,1.655,80,0
pure_ocs_ksp,100.0,1189.694,1.061,1189.694,1.061,80,0
eps_ecmp,100.0,1096.814,0.978,1096.814,0.978,80,0
ocs_eps_large_small,100.0,1064.817,0.950,1064.817,0.950,80,0
pure_ocs_ksp_greedy,100.0,1078.076,0.962,1078.076,0.962,80,0
ocs_eps_preset_greedy,100.0,1146.968,1.023,1146.968,1.023,80,0
ocs_eps_preset_dynamic_greedy,100.0,1121.238,1.000,1121.238,1.000,80,0
pure_ocs_3hop_preset,100.0,1188.436,1.060,1188.436,1.060,80,0
pure_ocs_pruned,100.0,1188.436,1.060,1188.436,1.060,80,0
ocs_eps_pruned,100.0,1136.649,1.014,1136.649,1.014,80,0
