case_tag,seed,model_mix,frag,load,nrack,workload,status,run_dir
"n40_mix3L2M1S_seed42","42","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_42"
"n40_mix3L2M1S_seed43","43","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_43"
"n40_mix3L2M1S_seed44","44","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_44"
"n40_mix3L2M1S_seed45","45","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_45"
"n40_mix3L2M1S_seed46","46","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_46"
"n40_mix3L2M1S_seed47","47","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_47"
"n40_mix3L2M1S_seed48","48","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_48"
"n40_mix3L2M1S_seed49","49","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_49"
"n40_mix3L2M1S_seed50","50","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_50"
"n40_mix3L2M1S_seed51","51","3L,2M,1S","0.5","0.5","40","/home/xuheng/hyacinth/traffic_gene/flow_distr/fbcoco.csv","ok","/home/xuheng/hyacinth/experiments/expe_logs_10round/topo/batch_20260422_200323_topo/n40_mix3L2M1S/seed_51"
