scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,3321.331,0.980,3321.331,0.980,80,0
pure_ocs_ksp,100.0,4628.051,1.365,4628.051,1.365,80,0
eps_ecmp,100.0,3902.706,1.151,3902.706,1.151,80,0
ocs_eps_large_small,100.0,9610.962,2.835,9610.962,2.835,80,0
pure_ocs_ksp_greedy,100.0,4035.385,1.190,4035.385,1.190,80,0
ocs_eps_preset_greedy,100.0,4491.599,1.325,4491.599,1.325,80,0
ocs_eps_preset_dynamic_greedy,100.0,3390.144,1.000,3390.144,1.000,80,0
pure_ocs_3hop_preset,100.0,4698.257,1.386,4698.257,1.386,80,0
pure_ocs_pruned,100.0,4698.257,1.386,4698.257,1.386,80,0
ocs_eps_pruned,100.0,3243.170,0.957,3243.170,0.957,80,0
