scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.142,0.025
ocs_eps_preset_dynamic_greedy,10,0.359,0.190
pure_ocs_pruned,10,0.323,0.083
ocs_eps_pruned,10,0.479,0.412
ocs_eps_large_small,10,0.000,0.000
ocs_eps_preset_greedy,10,0.357,0.582
pure_ocs_3hop_preset,10,0.356,0.112
