model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
L1,L,64,8,64,47,0.696429,"[0,1,9,10,11,12,13,14,17,18,21,24,25,26,28,29,32,33,34,35,37,38,40,42,44,45,46,47,50,51,55,56,57,58,60,61,63,64,66,71,72,73,74,75,76,77,78]","[407,406,575,454,383,271,615,582]|[583,495,111,631,581,238,494,327]|[6,310,367,463,103,311,79,207]|[303,214,510,487,95,215,415,447]|[287,519,15,470,621,599,535,199]|[622,471,286,455,119,342,359,239]|[382,343,591,414,279,375,7,623]|[231,87,143,175,607,511,263,151]"
L2,L,64,8,64,47,0.696429,"[0,1,4,5,6,9,11,12,13,14,16,17,20,21,22,27,30,31,32,35,38,39,42,43,44,46,48,50,51,52,55,57,58,60,61,62,63,67,68,69,70,71,73,75,77,78,79]","[630,503,167,543,423,404,166,446]|[247,405,164,55,509,39,309,374]|[223,502,110,550,246,558,573,357]|[78,94,567,4,606,351,551,619]|[493,413,341,462,605,639,486,559]|[618,102,174,135,391,620,590,47]|[118,262,574,319,222,165,469,142]|[468,14,183,134,255,5,285,358]"
L3,L,64,8,64,47,0.696429,"[0,1,2,3,4,6,8,10,11,13,14,15,18,19,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,38,41,42,48,49,52,53,56,57,59,60,63,65,66,67,69,73,76]","[422,206,533,478,294,534,86,127]|[54,205,508,173,108,460,237,191]|[126,31,261,335,479,485,149,484]|[614,228,30,150,557,295,399,254]|[221,431,38,13,245,190,339,159]|[109,284,461,542,117,453,527,71]|[198,340,125,12,308,23,390,93]|[270,229,278,213,230,589,3,452]"
L4,L,64,9,64,48,0.709091,"[1,2,4,5,7,8,9,11,13,17,18,19,20,21,22,23,25,27,28,29,30,33,34,35,36,37,38,41,42,43,44,48,52,53,57,58,60,61,62,63,65,68,69,71,72,77,78,79]","[302,172,141,556,158,282,467,91]|[617,189,37,283,483,163,107,629]|[63,203,244,430,182,500,421,11]|[638,227,459,236,492,21,77,571]|[579,10,293,22,204,307,70,181]|[36,334,333,580,338,549,46,243]|[526,277,350,62,220,157,356,507]|[501,389,637,148,90,92,269,572]"
M1,M,40,6,40,30,0.705882,"[2,4,6,12,15,19,29,30,32,33,36,37,39,41,49,52,56,57,59,62,65,66,68,72,74,75,76,77,78,79]","[616,101,531,398,260]|[598,420,458,332,604]|[532,578,613,636,635]|[477,35,451,124,268]|[397,52,292,99,525]|[242,419,318,53,301]|[300,628,499,235,548]|[156,20,612,19,100]"
M2,M,40,6,40,30,0.705882,"[0,1,8,12,15,17,23,25,26,27,29,31,33,34,35,38,44,45,46,47,48,52,57,62,63,64,67,68,71,76]","[381,373,611,275,506]|[457,139,97,570,98]|[388,187,188,547,517]|[234,202,541,498,9]|[518,380,123,69,140]|[418,219,212,218,354]|[276,267,281,253,366]|[355,365,2,387,306]"
M3,M,40,6,40,30,0.705882,"[6,7,8,11,12,16,17,21,22,26,29,34,37,38,39,40,41,43,46,54,58,59,63,67,68,72,74,75,78,79]","[371,634,305,233,627]|[299,211,68,179,51]|[133,372,546,317,349]|[325,439,132,597,476]|[96,180,438,316,298]|[466,603,61,89,505]|[540,348,138,475,326]|[437,577,274,171,331]"
S1,S,32,6,32,24,0.692308,"[2,8,9,11,13,14,20,29,33,34,36,41,44,50,53,54,55,57,58,69,71,72,74,78]","[569,625,555,576]|[403,596,76,330]|[429,353,626,402]|[443,428,435,232]|[456,273,444,18]|[266,291,88,436]|[106,595,465,116]|[554,162,445,67]"
S2,S,32,6,32,24,0.692308,"[0,1,2,7,8,15,16,22,30,31,35,36,37,39,42,46,48,49,54,55,61,66,75,78]","[442,624,297,396]|[131,59,290,432]|[121,60,386,434]|[280,130,66,395]|[17,602,8,122]|[1,370,252,178]|[491,337,433,177]|[241,530,315,251]"
S3,S,32,6,32,24,0.692308,"[0,2,4,5,7,13,14,16,17,25,28,31,36,38,40,45,52,56,63,64,67,68,70,73]","[450,249,364,137]|[34,539,563,0]|[564,58,565,588]|[250,105,201,115]|[304,226,566,516]|[16,289,587,504]|[44,129,45,324]|[363,114,417,545]"
