scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,95.000000,2234.784518,1.802684,2234.784518,1.802684,80,0
pure_ocs_ksp,95.000000,1494.816273,1.205790,1494.816273,1.205790,80,0
eps_ecmp,95.000000,1660.616605,1.339533,1660.616605,1.339533,80,0
ocs_eps_large_small,95.000000,1439.579546,1.161234,1439.579546,1.161234,80,0
pure_ocs_ksp_greedy,95.000000,1774.223954,1.431174,1774.223954,1.431174,80,0
ocs_eps_preset_greedy,95.000000,1339.237335,1.080293,1339.237335,1.080293,80,0
ocs_eps_preset_dynamic_greedy,95.000000,1239.698574,1.000000,1239.698574,1.000000,80,0
pure_ocs_3hop_preset,95.000000,1346.999789,1.086554,1346.999789,1.086554,80,0
pure_ocs_pruned,95.000000,1346.999789,1.086554,1346.999789,1.086554,80,0
ocs_eps_pruned,95.000000,1219.698624,0.983867,1219.698624,0.983867,80,0
