scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,1635.987285,2.012906,1635.987285,2.012906,80,0
pure_ocs_ksp,100.000000,968.510867,1.191648,968.510867,1.191648,80,0
eps_ecmp,100.000000,731.235885,0.899707,731.235885,0.899707,80,0
ocs_eps_large_small,100.000000,966.734323,1.189462,966.734323,1.189462,80,0
pure_ocs_ksp_greedy,100.000000,880.775727,1.083700,880.775727,1.083700,80,0
ocs_eps_preset_greedy,100.000000,828.279557,1.019109,828.279557,1.019109,80,0
ocs_eps_preset_dynamic_greedy,100.000000,812.748925,1.000000,812.748925,1.000000,80,0
pure_ocs_3hop_preset,100.000000,811.251367,0.998157,811.251367,0.998157,80,0
pure_ocs_pruned,100.000000,811.251367,0.998157,811.251367,0.998157,80,0
ocs_eps_pruned,100.000000,778.825917,0.958261,778.825917,0.958261,80,0
