scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.0,1614.098,0.975,1614.098,0.975,80,0
pure_ocs_ksp,100.0,2042.777,1.234,2042.777,1.234,80,0
eps_ecmp,100.0,859.691,0.519,859.691,0.519,80,0
ocs_eps_large_small,100.0,2665.340,1.610,2665.340,1.610,80,0
pure_ocs_ksp_greedy,100.0,1910.835,1.154,1910.835,1.154,80,0
ocs_eps_preset_greedy,100.0,2335.878,1.411,2335.878,1.411,80,0
ocs_eps_preset_dynamic_greedy,100.0,1655.149,1.000,1655.149,1.000,80,0
pure_ocs_3hop_preset,100.0,1837.474,1.110,1837.474,1.110,80,0
pure_ocs_pruned,100.0,1837.474,1.110,1837.474,1.110,80,0
ocs_eps_pruned,100.0,1445.416,0.873,1445.416,0.873,80,0
