scheduler,seed_count,mean_avg_solve_time_ms,std_avg_solve_time_ms
ocs_eps_global_ksp,10,0.000,0.000
pure_ocs_ksp,10,0.000,0.000
eps_ecmp,10,0.000,0.000
ocs_eps_large_small,10,0.000,0.000
pure_ocs_ksp_greedy,10,0.119,0.011
ocs_eps_preset_greedy,10,0.137,0.014
ocs_eps_preset_dynamic_greedy,10,0.257,0.038
pure_ocs_3hop_preset,10,0.596,0.148
pure_ocs_pruned,10,0.684,0.095
ocs_eps_pruned,10,0.621,0.114
